"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22529;20896;1;721;44147
"'10-19";36023;34580;5;891;71499
"20-29";56761;51670;4;1464;109899
"30-39";48962;45815;5;1356;96138
"40-49";45613;47908;4;1236;94761
"50-59";53136;51846;6;969;105957
"60-69";26916;25116;2;426;52460
"70-79";16481;17692;2;259;34434
"80-89";11707;20817;12;290;32826
"90-99";2151;7353;2;85;9591
"100+";22;151;0;4;177
"Unbekannt";23;22;0;6;51
"Gesamt";320324;323866;43;7707;651940
