"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";16054;14866;1;662;31583
"'10-19";27007;26343;5;787;54142
"20-29";45273;41950;5;1408;88636
"30-39";38919;36472;8;1292;76691
"40-49";36269;38860;5;1197;76331
"50-59";43129;43268;7;961;87365
"60-69";22457;20914;3;427;43801
"70-79";14523;15503;6;280;30312
"80-89";10830;19391;18;318;30557
"90-99";2031;6947;5;105;9088
"100+";35;154;0;10;199
"Unbekannt";43;35;0;29;107
"Gesamt";256570;264703;63;7476;528812
