"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";11312;10520;1;521;22354
"'10-19";20815;20493;4;651;41963
"20-29";35844;33509;4;1233;70590
"30-39";30215;28740;8;1151;60114
"40-49";28220;31053;4;1054;60331
"50-59";33976;35127;6;825;69934
"60-69";17947;16761;3;385;35096
"70-79";12255;13242;6;260;25763
"80-89";9738;17750;18;313;27819
"90-99";1885;6570;5;105;8565
"100+";47;152;0;6;205
"Unbekannt";119;122;0;49;290
"Gesamt";202373;214039;59;6553;423024
