"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";502;0;20;0;133596;375,76;12;8,98
"LK Altötting";755;2;54;-1;111210;678,9;7;6,29
"LK Amberg-Sulzbach";549;4;54;0;103109;532,45;11;10,67
"LK Ansbach";696;-2;28;0;183949;378,37;12;6,52
"LK Aschaffenburg";706;2;42;0;174208;405,26;14;8,04
"LK Augsburg";745;6;11;0;251534;296,18;24;9,54
"LK Bad Kissingen";294;1;18;0;103218;284,83;4;3,88
"LK Bad Tölz-Wolfratshausen";644;0;10;0;127227;506,18;9;7,07
"LK Bamberg";510;1;37;0;147086;346,74;16;10,88
"LK Bayreuth";454;1;28;0;103656;437,99;4;3,86
"LK Berchtesgadener Land";448;0;25;0;105722;423,75;12;11,35
"LK Cham";511;1;21;0;127882;399,59;5;3,91
"LK Coburg";445;1;30;0;86906;512,05;5;5,75
"LK Dachau";1245;-1;34;0;153884;809,05;21;13,65
"LK Deggendorf";464;2;17;0;119326;388,85;7;5,87
"LK Dillingen a.d.Donau";381;1;29;0;96021;396,79;7;7,29
"LK Dingolfing-Landau";980;10;10;0;96217;1018,53;33;34,3
"LK Donau-Ries";500;5;24;0;133496;374,54;28;20,97
"LK Ebersberg";772;8;5;0;142142;543,12;35;24,62
"LK Eichstätt";429;3;20;0;132341;324,16;13;9,82
"LK Erding";868;8;11;0;137660;630,54;15;10,9
"LK Erlangen-Höchstadt";386;5;11;0;136271;283,26;14;10,27
"LK Forchheim";298;1;4;0;116099;256,68;8;6,89
"LK Freising";1329;3;46;0;179116;741,98;39;21,77
"LK Freyung-Grafenau";248;1;12;0;78355;316,51;9;11,49
"LK Fürstenfeldbruck";1328;14;36;0;219320;605,51;57;25,99
"LK Fürth";596;1;58;0;117387;507,72;14;11,93
"LK Garmisch-Partenkirchen";432;4;20;0;88467;488,32;13;14,69
"LK Günzburg";416;9;4;0;125747;330,82;24;19,09
"LK Haßberge";230;1;6;0;84599;271,87;17;20,09
"LK Hof";548;3;32;0;95311;574,96;12;12,59
"LK Kelheim";670;0;35;0;122258;548,02;11;9
"LK Kitzingen";293;0;4;0;90909;322,3;10;11
"LK Kronach";186;0;3;0;67135;277,05;1;1,49
"LK Kulmbach";317;0;11;0;71845;441,23;6;8,35
"LK Landsberg a.Lech";482;2;10;0;120071;401,43;8;6,66
"LK Landshut";858;-2;33;0;158698;540,65;5;3,15
"LK Lichtenfels";373;2;17;0;66838;558,07;4;5,98
"LK Lindau";317;0;8;0;81669;388,15;7;8,57
"LK Main-Spessart";239;4;6;0;126365;189,13;14;11,08
"LK Miesbach";752;3;11;0;99726;754,07;20;20,05
"LK Miltenberg";441;2;6;0;128756;342,51;16;12,43
"LK Mühldorf a.Inn";653;2;27;0;115250;566,59;13;11,28
"LK München";2099;21;96;0;348871;601,66;96;27,52
"LK Neu-Ulm";795;2;26;0;174200;456,37;28;16,07
"LK Neuburg-Schrobenhausen";430;1;18;0;96680;444,77;7;7,24
"LK Neumarkt i.d.OPf.";561;0;17;0;133561;420,03;13;9,73
"LK Neustadt a.d.Aisch-Bad Windsheim";297;1;6;0;100364;295,92;4;3,99
"LK Neustadt a.d.Waldnaab";906;3;73;0;94352;960,23;31;32,86
"LK Nürnberger Land";790;2;44;0;170365;463,71;16;9,39
"LK Oberallgäu";284;1;7;0;155362;182,8;7;4,51
"LK Ostallgäu";701;4;39;0;140316;499,59;16;11,4
"LK Passau";824;4;31;0;192043;429,07;18;9,37
"LK Pfaffenhofen a.d.Ilm";509;7;21;0;127151;400,31;24;18,88
"LK Regen";245;2;12;0;77656;315,49;7;9,01
"LK Regensburg";734;2;16;0;193572;379,19;40;20,66
"LK Rhön-Grabfeld";298;15;8;0;79690;373,95;41;51,45
"LK Rosenheim";2612;9;199;0;260983;1000,83;63;24,14
"LK Roth";367;-1;7;0;126958;289,07;9;7,09
"LK Rottal-Inn";880;3;50;0;120659;729,33;17;14,09
"LK Schwandorf";596;1;20;0;147189;404,92;7;4,76
"LK Schweinfurt";661;0;25;0;115106;574,25;13;11,29
"LK Starnberg";789;6;13;0;136092;579,75;18;13,23
"LK Straubing-Bogen";629;2;29;0;100649;624,94;12;11,92
"LK Tirschenreuth";1212;2;139;0;72504;1671,63;20;27,58
"LK Traunstein";1441;0;88;0;177089;813,72;3;1,69
"LK Unterallgäu";458;6;17;0;144041;317,97;15;10,41
"LK Weilheim-Schongau";477;0;3;0;135348;352,42;11;8,13
"LK Weißenburg-Gunzenhausen";453;0;25;0;94393;479,91;3;3,18
"LK Wunsiedel i.Fichtelgebirge";768;4;42;0;73178;1049,5;25;34,16
"LK Würzburg";653;4;7;0;161834;403,5;20;12,36
"SK Amberg";127;2;4;0;41970;302,6;13;30,97
"SK Ansbach";196;6;8;0;41847;468,37;5;11,95
"SK Aschaffenburg";186;3;1;0;70527;263,73;9;12,76
"SK Augsburg";1065;23;16;0;295135;360,85;64;21,68
"SK Bamberg";252;1;22;0;77592;324,78;8;10,31
"SK Bayreuth";269;2;11;0;74657;360,31;10;13,39
"SK Coburg";147;1;4;0;41249;356,37;2;4,85
"SK Erlangen";398;4;12;0;111962;355,48;19;16,97
"SK Fürth";605;4;38;0;127748;473,59;43;33,66
"SK Hof";189;1;5;0;45930;411,5;2;4,35
"SK Ingolstadt";796;1;39;0;136981;581,1;18;13,14
"SK Kaufbeuren";195;1;8;0;43893;444,26;4;9,11
"SK Kempten";186;1;10;0;68907;269,93;2;2,9
"SK Landshut";459;4;9;0;72404;633,94;21;29
"SK Memmingen";139;1;0;0;43837;317,08;7;15,97
"SK München";11552;90;225;0;1471508;785,05;530;36,02
"SK Nürnberg";2080;14;53;0;518365;401,26;86;16,59
"SK Passau";226;2;18;0;52469;430,73;7;13,34
"SK Regensburg";923;6;10;0;152610;604,81;23;15,07
"SK Rosenheim";725;2;23;0;63324;1144,91;20;31,58
"SK Schwabach";123;1;2;0;40792;301,53;5;12,26
"SK Schweinfurt";239;0;17;0;54032;442,33;9;16,66
"SK Straubing";502;1;48;0;47794;1050,34;7;14,65
