"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";3380;3147;0;122;6649
"'10-19";7404;6952;0;184;14540
"20-29";13806;12456;0;315;26577
"30-39";10813;9606;1;290;20710
"40-49";9821;10533;1;244;20599
"50-59";11767;11467;1;179;23414
"60-69";5898;5240;2;72;11212
"70-79";4040;4003;0;45;8088
"80-89";2572;4126;0;27;6725
"90-99";419;1313;0;6;1738
"100+";9;33;0;1;43
"Unbekannt";77;80;0;57;214
"Gesamt";70006;68956;5;1542;140509
