"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5191;1;101;0;134655;3855,04;18;13,37
"LK Altötting";6053;0;210;0;111516;5427,92;7;6,28
"LK Amberg-Sulzbach";4831;0;158;1;103049;4688,06;2;1,94
"LK Ansbach";8368;5;185;0;184591;4533,27;18;9,75
"LK Aschaffenburg";7987;2;212;0;174200;4584,96;11;6,31
"LK Augsburg";11401;3;225;0;253468;4498;28;11,05
"LK Bad Kissingen";3637;0;104;0;103235;3523,03;2;1,94
"LK Bad Tölz-Wolfratshausen";5053;1;78;0;127917;3950,22;4;3,13
"LK Bamberg";5584;7;140;0;147163;3794,43;38;25,82
"LK Bayreuth";4926;0;161;0;103664;4751,89;2;1,93
"LK Berchtesgadener Land";5994;7;102;0;105929;5658,51;25;23,6
"LK Cham";7118;2;182;0;127998;5561,02;8;6,25
"LK Coburg";4886;0;161;0;86747;5632,47;18;20,75
"LK Dachau";8216;1;143;0;154899;5304,1;9;5,81
"LK Deggendorf";6978;0;157;0;119478;5840,41;18;15,07
"LK Dillingen a.d.Donau";3766;1;115;0;96562;3900,08;12;12,43
"LK Dingolfing-Landau";5804;5;97;0;96683;6003,12;25;25,86
"LK Donau-Ries";5972;4;163;0;133783;4463,95;23;17,19
"LK Ebersberg";6352;5;180;0;143649;4421,89;20;13,92
"LK Eichstätt";5051;5;83;0;132881;3801,15;14;10,54
"LK Erding";6966;1;118;0;138182;5041,18;22;15,92
"LK Erlangen-Höchstadt";5397;1;129;0;137262;3931,9;10;7,29
"LK Forchheim";4774;0;113;0;116203;4108,33;23;19,79
"LK Freising";8095;0;130;0;180007;4497,05;11;6,11
"LK Freyung-Grafenau";4912;0;128;0;78362;6268,34;5;6,38
"LK Fürstenfeldbruck";9721;1;140;0;219311;4432,52;19;8,66
"LK Fürth";5341;1;208;0;117853;4531,92;13;11,03
"LK Garmisch-Partenkirchen";3633;2;87;0;88424;4108,61;18;20,36
"LK Günzburg";6937;7;110;0;127027;5461,04;39;30,7
"LK Haßberge";4069;2;87;0;84384;4822;17;20,15
"LK Hof";6394;5;155;0;94801;6744,65;9;9,49
"LK Kelheim";5931;3;109;0;123058;4819,68;16;13
"LK Kitzingen";3278;2;86;0;91155;3596,07;7;7,68
"LK Kronach";4215;0;95;0;66743;6315,27;14;20,98
"LK Kulmbach";4078;0;117;0;71566;5698,24;4;5,59
"LK Landsberg a.Lech";4088;0;70;0;120302;3398,11;8;6,65
"LK Landshut";8042;1;174;1;159895;5029,55;20;12,51
"LK Lichtenfels";3543;3;84;0;66776;5305,8;17;25,46
"LK Lindau";3429;5;63;0;81981;4182,68;41;50,01
"LK Main-Spessart";4731;2;215;0;126158;3750,06;13;10,3
"LK Miesbach";4549;2;82;0;100010;4548,55;13;13
"LK Miltenberg";5967;2;129;0;128743;4634,82;14;10,87
"LK Mühldorf a.Inn";6959;1;153;0;115872;6005,76;10;8,63
"LK München";15283;7;292;1;350473;4360,68;45;12,84
"LK Neu-Ulm";7715;-3;116;0;175204;4403,44;48;27,4
"LK Neuburg-Schrobenhausen";4163;1;80;0;97303;4278,39;13;13,36
"LK Neumarkt i.d.OPf.";6555;1;138;2;134573;4870,96;10;7,43
"LK Neustadt a.d.Aisch-Bad Windsheim";4382;0;107;0;101014;4338,01;2;1,98
"LK Neustadt a.d.Waldnaab";5241;7;188;0;94450;5548,97;11;11,65
"LK Nürnberger Land";7422;4;180;0;170792;4345,64;13;7,61
"LK Oberallgäu";5979;5;87;0;156008;3832,5;24;15,38
"LK Ostallgäu";7140;5;134;0;141182;5057,3;15;10,62
"LK Passau";12955;1;367;-1;192656;6724,42;18;9,34
"LK Pfaffenhofen a.d.Ilm";5641;1;159;0;128227;4399,23;7;5,46
"LK Regen";5532;0;162;0;77410;7146,36;2;2,58
"LK Regensburg";8282;8;202;0;194070;4267,53;26;13,4
"LK Rhön-Grabfeld";3538;1;89;2;79635;4442,77;9;11,3
"LK Rosenheim";13895;22;458;0;261330;5317,03;46;17,6
"LK Roth";5678;0;174;0;126749;4479,72;4;3,16
"LK Rottal-Inn";7541;3;180;0;121502;6206,48;15;12,35
"LK Schwandorf";8367;-2;157;0;147872;5658,27;8;5,41
"LK Schweinfurt";5120;3;137;1;115445;4435,01;12;10,39
"LK Starnberg";5082;0;113;0;136667;3718,53;8;5,85
"LK Straubing-Bogen";5367;0;141;0;101120;5307,56;3;2,97
"LK Tirschenreuth";5320;0;265;0;72046;7384,17;1;1,39
"LK Traunstein";11033;4;216;0;177319;6222,12;43;24,25
"LK Unterallgäu";7203;-49;158;0;145341;4955,93;25;17,2
"LK Weilheim-Schongau";5153;2;84;1;135478;3803,57;13;9,6
"LK Weißenburg-Gunzenhausen";3914;0;115;0;94734;4131,57;5;5,28
"LK Wunsiedel i.Fichtelgebirge";5022;0;197;0;72655;6912,12;1;1,38
"LK Würzburg";4412;5;73;0;162302;2718,39;22;13,55
"SK Amberg";1743;1;23;0;42207;4129,65;9;21,32
"SK Ansbach";1857;1;45;0;41798;4442,8;8;19,14
"SK Aschaffenburg";3470;1;115;0;71002;4887,19;13;18,31
"SK Augsburg";17887;3;404;0;296582;6031,05;65;21,92
"SK Bamberg";3083;8;106;0;77373;3984,59;29;37,48
"SK Bayreuth";3466;0;109;0;74783;4634,74;0;0
"SK Coburg";2397;1;92;0;41072;5836,09;3;7,3
"SK Erlangen";3987;4;93;0;112528;3543,12;16;14,22
"SK Fürth";7691;2;223;1;128497;5985,35;26;20,23
"SK Hof";3957;0;116;0;45825;8635,02;6;13,09
"SK Ingolstadt";6160;6;112;2;137392;4483,52;22;16,01
"SK Kaufbeuren";2384;0;56;0;44398;5369,61;8;18,02
"SK Kempten";3287;0;48;0;69151;4753,37;10;14,46
"SK Landshut";4080;5;109;0;73411;5557,75;18;24,52
"SK Memmingen";2256;0;25;0;44100;5115,65;10;22,68
"SK München";73252;31;1252;1;1484226;4935,37;213;14,35
"SK Nürnberg";34514;17;949;0;518370;6658,18;145;27,97
"SK Passau";3394;0;112;0;52803;6427,67;5;9,47
"SK Regensburg";6982;4;86;0;153094;4560,6;17;11,1
"SK Rosenheim";3931;0;64;0;63551;6185,58;8;12,59
"SK Schwabach";2144;0;104;0;40981;5231,69;1;2,44
"SK Schweinfurt";3139;2;90;0;53426;5875,42;30;56,15
"SK Straubing";2379;0;87;0;47791;4977,92;0;0
"SK Weiden i.d.OPf.";2694;0;98;0;42743;6302,79;1;2,34
"SK Würzburg";4504;0;123;0;127934;3520,57;14;10,94
