"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";20659;19087;1;803;40550
"'10-19";33339;32063;5;966;66373
"20-29";53570;48896;5;1584;104055
"30-39";46373;43361;8;1443;91185
"40-49";43424;45668;6;1340;90438
"50-59";50986;49893;7;1065;101951
"60-69";25981;24234;3;465;50683
"70-79";16098;17245;6;290;33639
"80-89";11512;20417;18;329;32276
"90-99";2121;7232;5;109;9467
"100+";25;152;0;6;183
"Unbekannt";32;35;0;11;78
"Gesamt";304120;308283;64;8411;620878
