"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5178;3;101;1;134655;3845,38;23;17,08
"LK Altötting";6051;2;210;0;111516;5426,13;10;8,97
"LK Amberg-Sulzbach";4831;0;157;0;103049;4688,06;10;9,7
"LK Ansbach";8306;0;182;0;184591;4499,68;37;20,04
"LK Aschaffenburg";7982;2;211;0;174200;4582,09;20;11,48
"LK Augsburg";11386;6;225;0;253468;4492,09;55;21,7
"LK Bad Kissingen";3637;5;103;0;103235;3523,03;12;11,62
"LK Bad Tölz-Wolfratshausen";5052;1;78;0;127917;3949,44;19;14,85
"LK Bamberg";5570;13;141;0;147163;3784,92;40;27,18
"LK Bayreuth";4926;1;161;0;103664;4751,89;3;2,89
"LK Berchtesgadener Land";5979;4;102;0;105929;5644,35;43;40,59
"LK Cham";7110;0;182;0;127998;5554,77;4;3,13
"LK Coburg";4875;0;160;0;86747;5619,79;30;34,58
"LK Dachau";8209;3;142;0;154899;5299,58;17;10,97
"LK Deggendorf";6966;2;157;0;119478;5830,36;12;10,04
"LK Dillingen a.d.Donau";3761;2;114;0;96562;3894,91;27;27,96
"LK Dingolfing-Landau";5785;6;97;1;96683;5983,47;27;27,93
"LK Donau-Ries";5959;2;163;2;133783;4454,23;63;47,09
"LK Ebersberg";6336;-1;180;1;143649;4410,75;31;21,58
"LK Eichstätt";5040;0;83;1;132881;3792,87;21;15,8
"LK Erding";6950;5;118;0;138182;5029,6;44;31,84
"LK Erlangen-Höchstadt";5393;2;129;0;137262;3928,98;23;16,76
"LK Forchheim";4762;0;113;0;116203;4098;33;28,4
"LK Freising";8089;3;130;0;180007;4493,71;12;6,67
"LK Freyung-Grafenau";4908;0;128;0;78362;6263,24;8;10,21
"LK Fürstenfeldbruck";9700;0;140;0;219311;4422,94;32;14,59
"LK Fürth";5334;5;208;0;117853;4525,98;18;15,27
"LK Garmisch-Partenkirchen";3622;3;87;0;88424;4096,17;31;35,06
"LK Günzburg";6911;6;110;0;127027;5440,58;71;55,89
"LK Haßberge";4057;3;87;0;84384;4807,78;22;26,07
"LK Hof";6389;1;155;0;94801;6739,38;15;15,82
"LK Kelheim";5921;0;109;2;123058;4811,55;13;10,56
"LK Kitzingen";3276;1;86;0;91155;3593,88;31;34,01
"LK Kronach";4211;4;95;0;66743;6309,28;37;55,44
"LK Kulmbach";4075;0;117;0;71566;5694,04;3;4,19
"LK Landsberg a.Lech";4083;1;70;0;120302;3393,96;10;8,31
"LK Landshut";8038;1;173;0;159895;5027,05;56;35,02
"LK Lichtenfels";3536;0;83;0;66776;5295,32;21;31,45
"LK Lindau";3411;12;63;0;81981;4160,72;67;81,73
"LK Main-Spessart";4725;0;215;0;126158;3745,3;18;14,27
"LK Miesbach";4541;2;82;0;100010;4540,55;16;16
"LK Miltenberg";5960;1;129;0;128743;4629,38;33;25,63
"LK Mühldorf a.Inn";6949;0;153;0;115872;5997,13;15;12,95
"LK München";15280;9;291;0;350473;4359,82;54;15,41
"LK Neu-Ulm";7684;12;116;0;175204;4385,74;82;46,8
"LK Neuburg-Schrobenhausen";4155;2;80;1;97303;4270,17;28;28,78
"LK Neumarkt i.d.OPf.";6550;0;135;0;134573;4867,25;21;15,6
"LK Neustadt a.d.Aisch-Bad Windsheim";4381;0;107;0;101014;4337,02;11;10,89
"LK Neustadt a.d.Waldnaab";5236;2;188;0;94450;5543,67;13;13,76
"LK Nürnberger Land";7416;2;177;0;170792;4342,12;40;23,42
"LK Oberallgäu";5973;1;86;0;156008;3828,65;36;23,08
"LK Ostallgäu";7128;2;134;0;141182;5048,8;12;8,5
"LK Passau";12944;4;368;0;192656;6718,71;40;20,76
"LK Pfaffenhofen a.d.Ilm";5637;1;159;0;128227;4396,11;13;10,14
"LK Regen";5529;0;162;0;77410;7142,49;7;9,04
"LK Regensburg";8266;1;194;2;194070;4259,29;61;31,43
"LK Rhön-Grabfeld";3531;2;87;0;79635;4433,98;7;8,79
"LK Rosenheim";13857;4;458;0;261330;5302,49;46;17,6
"LK Roth";5671;0;174;0;126749;4474,2;5;3,94
"LK Rottal-Inn";7533;1;180;0;121502;6199,9;21;17,28
"LK Schwandorf";8368;0;157;0;147872;5658,95;18;12,17
"LK Schweinfurt";5107;0;135;1;115445;4423,75;21;18,19
