"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";866;804;10;1680
"'10-19";1626;1721;4;3351
"20-29";4279;4128;17;8424
"30-39";3646;3550;16;7212
"40-49";3525;4263;13;7801
"50-59";4577;5094;13;9684
"60-69";2654;2289;2;4945
"70-79";2130;2036;1;4167
"80-89";1554;2501;1;4056
"90-99";252;822;0;1074
"100+";0;13;0;13
"Unbekannt";5;5;15;25
"Gesamt";25114;27226;92;52432
