"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";455;4;20;0;133596;340,58;10;7,49
"LK Altötting";731;0;55;0;111210;657,31;21;18,88
"LK Amberg-Sulzbach";518;1;54;0;103109;502,38;5;4,85
"LK Ansbach";644;0;28;0;183949;350,1;7;3,81
"LK Aschaffenburg";644;3;42;0;174208;369,67;14;8,04
"LK Augsburg";618;15;11;0;251534;245,69;30;11,93
"LK Bad Kissingen";280;0;18;0;103218;271,27;1;0,97
"LK Bad Tölz-Wolfratshausen";607;2;10;0;127227;477,1;22;17,29
"LK Bamberg";459;0;36;0;147086;312,06;7;4,76
"LK Bayreuth";442;1;28;0;103656;426,41;2;1,93
"LK Berchtesgadener Land";393;0;25;0;105722;371,73;0;0
"LK Cham";476;0;21;0;127882;372,22;4;3,13
"LK Coburg";431;1;30;0;86906;495,94;5;5,75
"LK Dachau";1155;7;34;0;153884;750,57;39;25,34
"LK Deggendorf";415;1;15;0;119326;347,79;15;12,57
"LK Dillingen a.d.Donau";357;0;29;0;96021;371,79;22;22,91
"LK Dingolfing-Landau";868;2;10;0;96217;902,13;11;11,43
"LK Donau-Ries";434;20;23;0;133496;325,1;32;23,97
"LK Ebersberg";668;1;5;0;142142;469,95;25;17,59
"LK Eichstätt";394;1;20;0;132341;297,72;25;18,89
"LK Erding";800;3;11;0;137660;581,14;17;12,35
"LK Erlangen-Höchstadt";343;2;11;0;136271;251,7;13;9,54
"LK Forchheim";270;0;4;0;116099;232,56;9;7,75
"LK Freising";1179;12;46;0;179116;658,23;30;16,75
"LK Freyung-Grafenau";207;2;12;0;78355;264,18;5;6,38
"LK Fürstenfeldbruck";1118;11;36;0;219320;509,76;28;12,77
"LK Fürth";544;1;58;0;117387;463,42;12;10,22
"LK Garmisch-Partenkirchen";345;1;18;0;88467;389,98;11;12,43
"LK Günzburg";350;15;4;0;125747;278,34;35;27,83
"LK Haßberge";192;2;6;0;84599;226,95;7;8,27
"LK Hof";509;-1;32;0;95311;534,04;7;7,34
"LK Kelheim";620;1;35;0;122258;507,12;15;12,27
"LK Kitzingen";233;0;4;0;90909;256,3;6;6,6
"LK Kronach";180;0;3;0;67135;268,12;2;2,98
"LK Kulmbach";258;0;11;0;71845;359,11;0;0
"LK Landsberg a.Lech";447;12;10;0;120071;372,28;28;23,32
"LK Landshut";819;5;31;0;158698;516,07;24;15,12
"LK Lichtenfels";340;0;17;0;66838;508,69;4;5,98
"LK Lindau";281;7;8;0;81669;344,07;14;17,14
"LK Main-Spessart";192;1;6;0;126365;151,94;6;4,75
"LK Miesbach";675;2;11;0;99726;676,85;9;9,02
"LK Miltenberg";375;2;5;0;128756;291,25;16;12,43
"LK Mühldorf a.Inn";612;3;27;0;115250;531,02;32;27,77
"LK München";1797;6;96;0;348871;515,09;86;24,65
"LK Neu-Ulm";614;0;26;0;174200;352,47;22;12,63
"LK Neuburg-Schrobenhausen";397;0;18;0;96680;410,63;14;14,48
"LK Neumarkt i.d.OPf.";492;8;17;0;133561;368,37;28;20,96
"LK Neustadt a.d.Aisch-Bad Windsheim";273;0;6;0;100364;272,01;0;0
"LK Neustadt a.d.Waldnaab";862;0;73;0;94352;913,6;6;6,36
"LK Nürnberger Land";726;7;44;0;170365;426,14;13;7,63
"LK Oberallgäu";235;0;7;0;155362;151,26;1;0,64
"LK Ostallgäu";609;4;39;0;140316;434,02;21;14,97
"LK Passau";695;3;31;0;192043;361,9;21;10,94
"LK Pfaffenhofen a.d.Ilm";455;2;21;0;127151;357,84;23;18,09
"LK Regen";222;0;12;0;77656;285,88;11;14,17
"LK Regensburg";627;4;16;0;193572;323,91;30;15,5
"LK Rhön-Grabfeld";216;0;8;0;79690;271,05;3;3,76
"LK Rosenheim";2472;8;199;0;260983;947,19;45;17,24
"LK Roth";337;0;7;0;126958;265,44;8;6,3
"LK Rottal-Inn";799;0;50;0;120659;662,2;5;4,14
"LK Schwandorf";569;0;20;0;147189;386,58;12;8,15
"LK Schweinfurt";595;5;25;0;115106;516,91;15;13,03
"LK Starnberg";698;0;13;0;136092;512,89;19;13,96
"LK Straubing-Bogen";595;2;29;0;100649;591,16;11;10,93
"LK Tirschenreuth";1163;6;138;0;72504;1604,05;11;15,17
"LK Traunstein";1405;2;88;0;177089;793,39;22;12,42
"LK Unterallgäu";347;13;15;1;144041;240,9;19;13,19
"LK Weilheim-Schongau";414;6;3;0;135348;305,88;21;15,52
"LK Weißenburg-Gunzenhausen";426;4;25;0;94393;451,3;21;22,25
"LK Wunsiedel i.Fichtelgebirge";694;2;41;0;73178;948,37;9;12,3
"LK Würzburg";519;5;7;0;161834;320,7;31;19,16
"SK Amberg";106;2;4;0;41970;252,56;2;4,77
"SK Ansbach";171;0;8;0;41847;408,63;7;16,73
"SK Aschaffenburg";156;0;1;0;70527;221,19;5;7,09
"SK Augsburg";852;10;16;0;295135;288,68;84;28,46
"SK Bamberg";231;2;22;0;77592;297,71;8;10,31
"SK Bayreuth";233;1;11;0;74657;312,09;5;6,7
"SK Coburg";136;0;4;0;41249;329,7;4;9,7
"SK Erlangen";334;4;11;0;111962;298,32;20;17,86
"SK Fürth";507;6;38;0;127748;396,88;15;11,74
"SK Hof";166;2;4;0;45930;361,42;8;17,42
"SK Ingolstadt";723;10;38;0;136981;527,81;27;19,71
"SK Kaufbeuren";139;1;5;0;43893;316,68;8;18,23
"SK Kempten";151;0;10;0;68907;219,14;5;7,26
"SK Landshut";385;1;9;0;72404;531,74;39;53,86
"SK Memmingen";114;1;0;0;43837;260,05;31;70,72
"SK München";9407;93;224;1;1471508;639,28;608;41,32
"SK Nürnberg";1601;28;53;0;518365;308,86;90;17,36
"SK Passau";189;1;18;0;52469;360,21;12;22,87
"SK Regensburg";792;3;10;0;152610;518,97;21;13,76
"SK Rosenheim";662;9;23;0;63324;1045,42;41;64,75
"SK Schwabach";104;0;2;0;40792;254,95;5;12,26
"SK Schweinfurt";216;4;17;0;54032;399,76;9;16,66
"SK Straubing";486;0;48;0;47794;1016,86;6;12,55
"SK Weiden i.d.OPf.";375;2;20;0;42520;881,94;16;37,63
"SK Würzburg";570;6;52;0;127880;445,73;41;32,06
