"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";20922;19370;2;803;41097
"'10-19";33656;32366;6;969;66997
"20-29";53979;49246;5;1591;104821
"30-39";46714;43696;9;1451;91870
"40-49";43737;45998;7;1340;91082
"50-59";51378;50195;7;1067;102647
"60-69";26140;24387;3;464;50994
"70-79";16165;17336;6;291;33798
"80-89";11542;20479;18;329;32368
"90-99";2127;7248;5;110;9490
"100+";25;154;0;6;185
"Unbekannt";31;37;0;11;79
"Gesamt";306416;310512;68;8432;NA
