"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5061;6;93;0;134655;3758,49;78;57,93
"LK Altötting";5891;16;208;0;111516;5282,65;93;83,4
"LK Amberg-Sulzbach";4733;10;156;0;103049;4592,96;57;55,31
"LK Ansbach";8094;15;172;0;184591;4384,83;112;60,67
"LK Aschaffenburg";7830;11;202;0;174200;4494,83;136;78,07
"LK Augsburg";11069;20;213;0;253468;4367,02;238;93,9
"LK Bad Kissingen";3507;10;99;0;103235;3397,1;58;56,18
"LK Bad Tölz-Wolfratshausen";4912;15;76;1;127917;3839,99;87;68,01
"LK Bamberg";5350;16;137;0;147163;3635,42;140;95,13
"LK Bayreuth";4870;7;157;0;103664;4697,87;59;56,91
"LK Berchtesgadener Land";5713;5;99;0;105929;5393,24;94;88,74
"LK Cham";7012;26;175;1;127998;5478,21;109;85,16
"LK Coburg";4644;24;158;0;86747;5353,5;148;170,61
"LK Dachau";8083;19;137;0;154899;5218,24;99;63,91
"LK Deggendorf";6776;34;149;0;119478;5671,34;188;157,35
"LK Dillingen a.d.Donau";3533;20;111;1;96562;3658,79;107;110,81
"LK Dingolfing-Landau";5584;5;90;0;96683;5775,58;144;148,94
"LK Donau-Ries";5686;7;158;1;133783;4250,17;123;91,94
"LK Ebersberg";6208;12;175;0;143649;4321,65;108;75,18
"LK Eichstätt";4915;14;81;0;132881;3698,8;61;45,91
"LK Erding";6805;9;115;0;138182;4924,66;91;65,86
"LK Erlangen-Höchstadt";5226;18;127;1;137262;3807,32;67;48,81
"LK Forchheim";4626;2;113;0;116203;3980,96;41;35,28
"LK Freising";8083;9;126;0;180007;4490,38;94;52,22
"LK Freyung-Grafenau";4806;20;121;1;78362;6133,07;83;105,92
"LK Fürstenfeldbruck";9522;22;134;0;219311;4341,78;140;63,84
"LK Fürth";5131;16;204;0;117853;4353,73;72;61,09
"LK Garmisch-Partenkirchen";3492;6;87;0;88424;3949,15;51;57,68
"LK Günzburg";6433;31;106;0;127027;5064,28;188;148
"LK Haßberge";3944;6;86;0;84384;4673,87;59;69,92
"LK Hof";6234;5;151;0;94801;6575,88;62;65,4
"LK Kelheim";5777;8;105;0;123058;4694,53;169;137,33
"LK Kitzingen";3083;15;83;0;91155;3382,15;60;65,82
"LK Kronach";4019;9;90;0;66743;6021,61;75;112,37
"LK Kulmbach";4034;12;114;1;71566;5636,75;48;67,07
"LK Landsberg a.Lech";3983;1;66;0;120302;3310,83;43;35,74
"LK Landshut";7820;27;166;0;159895;4890,71;170;106,32
"LK Lichtenfels";3416;3;81;0;66776;5115,61;66;98,84
"LK Lindau";3270;8;62;0;81981;3988,73;38;46,35
"LK Main-Spessart";4574;13;209;0;126158;3625,61;68;53,9
"LK Miesbach";4362;7;79;1;100010;4361,56;134;133,99
"LK Miltenberg";5735;24;126;0;128743;4454,61;123;95,54
"LK Mühldorf a.Inn";6869;7;153;0;115872;5928,09;98;84,58
"LK München";14997;40;287;0;350473;4279,07;204;58,21
"LK Neu-Ulm";7182;44;115;1;175204;4099,22;219;125
"LK Neuburg-Schrobenhausen";4027;24;74;0;97303;4138,62;67;68,86
"LK Neumarkt i.d.OPf.";6251;7;120;0;134573;4645,06;115;85,46
"LK Neustadt a.d.Aisch-Bad Windsheim";4263;0;106;0;101014;4220,21;68;67,32
"LK Neustadt a.d.Waldnaab";5172;9;164;0;94450;5475,91;39;41,29
"LK Nürnberger Land";7138;21;174;0;170792;4179,35;155;90,75
"LK Oberallgäu";5897;14;82;0;156008;3779,93;140;89,74
"LK Ostallgäu";6929;17;123;0;141182;4907,85;120;85
"LK Passau";12765;29;361;0;192656;6625,8;127;65,92
"LK Pfaffenhofen a.d.Ilm";5521;12;157;0;128227;4305,65;73;56,93
"LK Regen";5444;0;160;0;77410;7032,68;64;82,68
"LK Regensburg";7912;32;179;0;194070;4076,88;163;83,99
"LK Rhön-Grabfeld";3438;12;86;0;79635;4317,2;84;105,48
"LK Rosenheim";13512;16;450;0;261330;5170,47;194;74,24
"LK Roth";5586;4;169;0;126749;4407,14;77;60,75
"LK Rottal-Inn";7298;27;172;0;121502;6006,49;159;130,86
"LK Schwandorf";8182;17;153;0;147872;5533,16;145;98,06
"LK Schweinfurt";4902;27;126;0;115445;4246,18;143;123,87
"LK Starnberg";5000;12;111;0;136667;3658,53;76;55,61
"LK Straubing-Bogen";5233;21;139;0;101120;5175,04;105;103,84
"LK Tirschenreuth";5290;4;265;0;72046;7342,53;31;43,03
"LK Traunstein";10741;17;212;0;177319;6057,44;140;78,95
"LK Unterallgäu";6858;32;141;0;145341;4718,56;278;191,27
"LK Weilheim-Schongau";4855;12;76;0;135478;3583,61;103;76,03
