"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";608;9;20;0;134655;451,52;69;51,24
"LK Altötting";770;0;57;0;111516;690,48;13;11,66
"LK Amberg-Sulzbach";568;0;54;0;103049;551,19;8;7,76
"LK Ansbach";749;0;28;0;184591;405,76;14;7,58
"LK Aschaffenburg";800;20;42;0;174200;459,24;49;28,13
"LK Augsburg";937;0;12;0;253468;369,67;113;44,58
"LK Bad Kissingen";312;0;18;0;103235;302,22;14;13,56
"LK Bad Tölz-Wolfratshausen";698;0;10;0;127917;545,67;35;27,36
"LK Bamberg";584;6;38;0;147163;396,84;33;22,42
"LK Bayreuth";481;7;28;0;103664;464;18;17,36
"LK Berchtesgadener Land";691;52;25;0;105929;652,32;210;198,25
"LK Cham";622;15;21;0;127998;485,95;55;42,97
"LK Coburg";466;0;30;0;86747;537,19;10;11,53
"LK Dachau";1412;30;35;0;154899;911,56;110;71,01
"LK Deggendorf";558;0;20;0;119478;467,03;43;35,99
"LK Dillingen a.d.Donau";425;5;29;0;96562;440,13;36;37,28
"LK Dingolfing-Landau";1049;9;11;0;96683;1084,99;32;33,1
"LK Donau-Ries";553;0;26;0;133783;413,36;30;22,42
"LK Ebersberg";919;8;7;0;143649;639,75;74;51,51
"LK Eichstätt";492;9;20;0;132881;370,26;50;37,63
"LK Erding";940;0;11;0;138182;680,26;40;28,95
"LK Erlangen-Höchstadt";456;3;11;0;137262;332,21;38;27,68
"LK Forchheim";346;1;4;0;116203;297,75;27;23,24
"LK Freising";1440;0;47;0;180007;799,97;71;39,44
"LK Freyung-Grafenau";296;5;12;0;78362;377,73;35;44,66
"LK Fürstenfeldbruck";1647;5;37;0;219311;750,99;137;62,47
"LK Fürth";668;5;58;0;117853;566,81;35;29,7
"LK Garmisch-Partenkirchen";459;0;20;0;88424;519,09;17;19,23
"LK Günzburg";490;0;4;0;127027;385,74;38;29,91
"LK Haßberge";280;15;6;0;84384;331,82;33;39,11
"LK Hof";580;2;32;0;94801;611,81;25;26,37
"LK Kelheim";711;0;35;0;123058;577,78;24;19,5
"LK Kitzingen";341;13;4;0;91155;374,09;34;37,3
"LK Kronach";207;1;3;0;66743;310,14;10;14,98
"LK Kulmbach";348;3;11;0;71566;486,26;23;32,14
"LK Landsberg a.Lech";561;0;10;0;120302;466,33;57;47,38
"LK Landshut";968;14;34;0;159895;605,4;84;52,53
"LK Lichtenfels";418;7;17;0;66776;625,97;23;34,44
"LK Lindau";372;9;8;0;81981;453,76;32;39,03
"LK Main-Spessart";282;0;6;0;126158;223,53;18;14,27
"LK Miesbach";831;12;11;0;100010;830,92;39;39
"LK Miltenberg";553;16;8;1;128743;429,54;75;58,26
"LK Mühldorf a.Inn";806;28;27;0;115872;695,6;125;107,88
"LK München";2412;34;96;0;350473;688,21;145;41,37
"LK Neu-Ulm";956;14;26;0;175204;545,65;68;38,81
"LK Neuburg-Schrobenhausen";529;15;18;0;97303;543,66;58;59,61
"LK Neumarkt i.d.OPf.";636;4;17;0;134573;472,61;44;32,7
"LK Neustadt a.d.Aisch-Bad Windsheim";322;2;6;0;101014;318,77;16;15,84
"LK Neustadt a.d.Waldnaab";1013;8;75;0;94450;1072,53;60;63,53
"LK Nürnberger Land";891;0;44;0;170792;521,69;63;36,89
"LK Oberallgäu";354;0;8;0;156008;226,91;47;30,13
"LK Ostallgäu";833;19;40;0;141182;590,02;94;66,58
"LK Passau";1013;37;31;0;192656;525,81;131;68
"LK Pfaffenhofen a.d.Ilm";593;0;22;0;128227;462,46;54;42,11
"LK Regen";373;10;12;0;77410;481,85;72;93,01
"LK Regensburg";839;9;17;0;194070;432,32;40;20,61
"LK Rhön-Grabfeld";324;0;9;0;79635;406,86;9;11,3
"LK Rosenheim";2905;18;200;0;261330;1111,62;170;65,05
"LK Roth";420;0;7;0;126749;331,36;30;23,67
"LK Rottal-Inn";1053;0;51;0;121502;866,65;118;97,12
"LK Schwandorf";651;6;21;0;147872;440,25;28;18,94
"LK Schweinfurt";829;17;25;0;115445;718,09;86;74,49
"LK Starnberg";905;38;13;0;136667;662,19;64;46,83
"LK Straubing-Bogen";669;8;29;0;101120;661,59;27;26,7
"LK Tirschenreuth";1290;4;141;0;72046;1790,52;39;54,13
"LK Traunstein";1567;13;88;0;177319;883,72;58;32,71
"LK Unterallgäu";581;0;17;0;145341;399,75;51;35,09
"LK Weilheim-Schongau";570;8;3;0;135478;420,73;70;51,67
"LK Weißenburg-Gunzenhausen";491;0;25;0;94734;518,29;29;30,61
"LK Wunsiedel i.Fichtelgebirge";814;5;46;0;72655;1120,36;19;26,15
"LK Würzburg";752;15;7;0;162302;463,33;62;38,2
"SK Amberg";159;0;4;0;42207;376,71;9;21,32
"SK Ansbach";207;0;8;0;41798;495,24;5;11,96
"SK Aschaffenburg";223;8;1;0;71002;314,08;15;21,13
"SK Augsburg";1458;0;16;0;296582;491,6;276;93,06
"SK Bamberg";292;1;22;0;77373;377,39;11;14,22
"SK Bayreuth";314;6;11;0;74783;419,88;19;25,41
"SK Coburg";156;2;4;0;41072;379,82;5;12,17
"SK Erlangen";470;8;12;0;112528;417,67;46;40,88
"SK Fürth";677;10;38;0;128497;526,86;30;23,35
"SK Hof";203;3;5;0;45825;442,99;11;24
"SK Ingolstadt";935;15;39;0;137392;680,53;66;48,04
"SK Kaufbeuren";230;4;9;0;44398;518,04;16;36,04
"SK Kempten";214;0;10;0;69151;309,47;16;23,14
"SK Landshut";483;3;9;0;73411;657,94;12;16,35
"SK Memmingen";210;15;2;0;44100;476,19;31;70,29
"SK München";13568;225;236;0;1484226;914,15;1032;69,53
"SK Nürnberg";2533;0;54;0;518370;488,65;229;44,18
"SK Passau";261;5;18;0;52803;494,29;24;45,45
"SK Regensburg";1062;24;10;0;153094;693,69;67;43,76
"SK Rosenheim";829;7;23;0;63551;1304,46;54;84,97
"SK Schwabach";149;0;2;0;40981;363,58;15;36,6
"SK Schweinfurt";331;4;18;0;53426;619,55;45;84,23
"SK Straubing";527;8;48;0;47791;1102,72;20;41,85
"SK Weiden i.d.OPf.";459;3;20;0;42743;1073,86;45;105,28
"SK Würzburg";913;11;52;0;127934;713,65;60;46,9
