"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";21719;20146;2;831;42698
"'10-19";34645;33281;7;995;68928
"20-29";55194;50318;5;1597;107114
"30-39";47790;44743;9;1471;94013
"40-49";44729;46963;7;1348;93047
"50-59";52350;51105;7;1079;104541
"60-69";26552;24789;3;469;51813
"70-79";16378;17534;6;296;34214
"80-89";11630;20677;18;325;32650
"90-99";2140;7305;5;109;9559
"100+";24;152;0;5;181
"Unbekannt";32;31;0;10;73
"Gesamt";313183;317044;69;8535;NA
