"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";271;1;19;1;133596;202,85;17;12,72
"LK Altötting";559;10;27;3;111210;502,65;54;48,56
"LK Amberg-Sulzbach";428;4;33;3;103109;415,09;74;71,77
"LK Ansbach";486;10;10;0;183949;264,2;82;44,58
"LK Aschaffenburg";462;4;23;1;174208;265,2;31;17,79
"LK Augsburg";354;8;6;0;251534;140,74;16;6,36
"LK Bad Kissingen";216;1;11;0;103218;209,27;16;15,5
"LK Bad Tölz-Wolfratshausen";397;0;7;0;127227;312,04;29;22,79
"LK Bamberg";374;0;31;0;147086;254,27;19;12,92
"LK Bayreuth";373;7;7;0;103656;359,84;38;36,66
"LK Berchtesgadener Land";259;1;10;0;105722;244,98;19;17,97
"LK Cham";378;2;14;0;127882;295,58;10;7,82
"LK Coburg";163;0;7;0;86906;187,56;12;13,81
"LK Dachau";790;14;18;0;153884;513,37;87;56,54
"LK Deggendorf";249;7;9;1;119326;208,67;37;31,01
"LK Dillingen a.d.Donau";213;3;10;4;96021;221,83;36;37,49
"LK Dingolfing-Landau";183;1;3;0;96217;190,2;12;12,47
"LK Donau-Ries";315;9;21;0;133496;235,96;38;28,47
"LK Ebersberg";421;10;4;0;142142;296,18;36;25,33
"LK Eichstätt";253;4;13;0;132341;191,17;42;31,74
"LK Erding";564;11;8;0;137660;409,71;33;23,97
"LK Erlangen-Höchstadt";197;3;6;0;136271;144,56;14;10,27
"LK Forchheim";195;0;3;0;116099;167,96;5;4,31
"LK Freising";917;4;33;0;179116;511,96;40;22,33
"LK Freyung-Grafenau";162;1;9;0;78355;206,75;10;12,76
"LK Fürstenfeldbruck";756;10;28;1;219320;344,7;59;26,9
"LK Fürth";443;5;48;0;117387;377,38;29;24,7
"LK Garmisch-Partenkirchen";255;6;13;0;88467;288,24;25;28,26
"LK Günzburg";210;2;2;0;125747;167;11;8,75
"LK Haßberge";144;2;2;0;84599;170,21;23;27,19
"LK Hof";367;31;19;1;95311;385,06;62;65,05
"LK Kelheim";421;10;31;2;122258;344,35;37;30,26
"LK Kitzingen";137;15;1;0;90909;150,7;42;46,2
"LK Kronach";126;3;3;0;67135;187,68;23;34,26
"LK Kulmbach";188;10;10;1;71845;261,67;18;25,05
"LK Landsberg a.Lech";323;0;9;0;120071;269,01;23;19,16
"LK Landshut";628;20;24;2;158698;395,72;54;34,03
"LK Lichtenfels";190;1;1;0;66838;284,27;26;38,9
"LK Lindau";238;1;5;0;81669;291,42;5;6,12
"LK Main-Spessart";145;2;5;0;126365;114,75;7;5,54
"LK Miesbach";490;2;7;0;99726;491,35;11;11,03
"LK Miltenberg";253;1;3;0;128756;196,5;14;10,87
"LK Mühldorf a.Inn";449;0;17;0;115250;389,59;26;22,56
"LK München";1218;10;21;0;348871;349,13;82;23,5
"LK Neu-Ulm";410;13;15;1;174200;235,36;25;14,35
"LK Neuburg-Schrobenhausen";245;1;9;0;96680;253,41;32;33,1
"LK Neumarkt i.d.OPf.";317;13;10;2;133561;237,34;61;45,67
"LK Neustadt a.d.Aisch-Bad Windsheim";216;3;8;0;100364;215,22;43;42,84
"LK Neustadt a.d.Waldnaab";731;21;35;2;94352;774,76;100;105,99
