"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";8767;8136;0;394;17297
"'10-19";16538;15961;0;490;32989
"20-29";27749;25587;2;942;54280
"30-39";22912;21791;3;879;45585
"40-49";21456;23493;3;780;45732
"50-59";25739;26315;3;611;52668
"60-69";13267;12374;3;267;25911
"70-79";9080;9730;1;157;18968
"80-89";6853;12439;4;137;19433
"90-99";1347;4525;1;37;5910
"100+";35;112;0;7;154
"Unbekannt";122;135;0;48;305
"Gesamt";153865;160598;20;4749;319232
