"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5167;0;100;0;134655;3837,21;25;18,57
"LK Altötting";6040;9;208;0;111516;5416,26;37;33,18
"LK Amberg-Sulzbach";4820;2;157;0;103049;4677,39;30;29,11
"LK Ansbach";8262;8;180;0;184591;4475,84;33;17,88
"LK Aschaffenburg";7958;9;209;0;174200;4568,31;46;26,41
"LK Augsburg";11333;10;224;0;253468;4471,18;57;22,49
"LK Bad Kissingen";3620;2;103;0;103235;3506,56;18;17,44
"LK Bad Tölz-Wolfratshausen";5032;4;78;0;127917;3933,8;32;25,02
"LK Bamberg";5525;0;141;0;147163;3754,34;48;32,62
"LK Bayreuth";4923;-1;161;0;103664;4749;9;8,68
"LK Berchtesgadener Land";5934;1;102;0;105929;5601,87;44;41,54
"LK Cham";7106;2;182;0;127998;5551,65;9;7,03
"LK Coburg";4842;2;160;0;86747;5581,75;43;49,57
"LK Dachau";8199;4;141;0;154899;5293,13;35;22,6
"LK Deggendorf";6950;6;155;0;119478;5816,97;35;29,29
"LK Dillingen a.d.Donau";3730;4;111;0;96562;3862,8;47;48,67
"LK Dingolfing-Landau";5751;7;96;0;96683;5948,31;41;42,41
"LK Donau-Ries";5873;5;161;0;133783;4389,94;49;36,63
"LK Ebersberg";6305;8;178;0;143649;4389,17;34;23,67
"LK Eichstätt";5018;2;82;0;132881;3776,31;14;10,54
"LK Erding";6898;3;117;0;138182;4991,97;22;15,92
"LK Erlangen-Höchstadt";5370;5;129;0;137262;3912,23;55;40,07
"LK Forchheim";4723;1;113;0;116203;4064,44;13;11,19
"LK Freising";8072;7;130;0;180007;4484,27;34;18,89
"LK Freyung-Grafenau";4917;22;128;0;78362;6274,72;37;47,22
"LK Fürstenfeldbruck";9659;10;140;0;219311;4404,25;56;25,53
"LK Fürth";5315;5;207;0;117853;4509,86;42;35,64
"LK Garmisch-Partenkirchen";3589;4;87;0;88424;4058,85;33;37,32
"LK Günzburg";6828;12;108;0;127027;5375,24;105;82,66
"LK Haßberge";4034;2;87;0;84384;4780,53;17;20,15
"LK Hof";6372;11;154;0;94801;6721,45;60;63,29
"LK Kelheim";5909;2;107;0;123058;4801,8;26;21,13
"LK Kitzingen";3240;14;86;0;91155;3554,39;58;63,63
"LK Kronach";4171;6;94;0;66743;6249,34;54;80,91
"LK Kulmbach";4070;1;117;0;71566;5687,06;8;11,18
"LK Landsberg a.Lech";4072;2;70;0;120302;3384,81;20;16,62
"LK Landshut";7976;0;171;0;159895;4988,27;46;28,77
"LK Lichtenfels";3516;0;83;0;66776;5265,36;8;11,98
"LK Lindau";3336;5;63;0;81981;4069,24;24;29,28
"LK Main-Spessart";4707;2;215;0;126158;3731,04;25;19,82
"LK Miesbach";4524;3;81;0;100010;4523,55;32;32
"LK Miltenberg";5926;8;127;0;128743;4602,97;32;24,86
"LK Mühldorf a.Inn";6934;1;153;0;115872;5984,19;15;12,95
"LK München";15212;4;288;1;350473;4340,42;77;21,97
"LK Neu-Ulm";7572;22;115;0;175204;4321,82;102;58,22
"LK Neuburg-Schrobenhausen";4126;5;77;0;97303;4240,36;25;25,69
"LK Neumarkt i.d.OPf.";6522;0;129;0;134573;4846,44;43;31,95
"LK Neustadt a.d.Aisch-Bad Windsheim";4371;8;107;0;101014;4327,12;30;29,7
"LK Neustadt a.d.Waldnaab";5224;1;188;0;94450;5530,97;11;11,65
"LK Nürnberger Land";7369;2;175;0;170792;4314,6;59;34,54
"LK Oberallgäu";5875;0;86;0;156008;3765,83;53;33,97
"LK Ostallgäu";7109;0;127;0;141182;5035,34;26;18,42
"LK Passau";12903;4;367;1;192656;6697,43;33;17,13
"LK Pfaffenhofen a.d.Ilm";5620;5;159;0;128227;4382,85;28;21,84
"LK Regen";5520;2;162;1;77410;7130,86;16;20,67
"LK Regensburg";8193;5;189;0;194070;4221,67;71;36,58
"LK Rhön-Grabfeld";3523;4;87;0;79635;4423,93;20;25,11
"LK Rosenheim";13806;22;454;0;261330;5282,98;79;30,23
"LK Roth";5665;6;174;0;126749;4469,46;23;18,15
"LK Rottal-Inn";7510;4;180;0;121502;6180,97;59;48,56
"LK Schwandorf";8360;12;157;1;147872;5653,54;25;16,91
"LK Schweinfurt";5096;6;133;0;115445;4414,22;53;45,91
"LK Starnberg";5064;0;112;0;136667;3705,36;9;6,59
