"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";264;2;16;0;133596;197,61;34;25,45
"LK Altötting";532;11;22;0;111210;478,37;108;97,11
"LK Amberg-Sulzbach";375;0;20;0;103109;363,69;46;44,61
"LK Ansbach";447;25;6;0;183949;243;91;49,47
"LK Aschaffenburg";438;3;20;0;174208;251,42;64;36,74
"LK Augsburg";337;0;4;0;251534;133,98;16;6,36
"LK Bad Kissingen";211;4;8;0;103218;204,42;44;42,63
"LK Bad Tölz-Wolfratshausen";381;3;6;0;127227;299,46;34;26,72
"LK Bamberg";366;0;27;0;147086;248,83;32;21,76
"LK Bayreuth";355;8;7;0;103656;342,48;72;69,46
"LK Berchtesgadener Land";249;7;9;1;105722;235,52;40;37,84
"LK Cham";370;0;14;0;127882;289,33;20;15,64
"LK Coburg";154;0;4;0;86906;177,2;58;66,74
"LK Dachau";741;47;14;0;153884;481,53;111;72,13
"LK Deggendorf";229;1;8;-1;119326;191,91;35;29,33
"LK Dillingen a.d.Donau";200;8;4;0;96021;208,29;40;41,66
"LK Dingolfing-Landau";172;1;2;0;96217;178,76;12;12,47
"LK Donau-Ries";291;2;18;1;133496;217,98;32;23,97
"LK Ebersberg";394;1;2;1;142142;277,19;39;27,44
"LK Eichstätt";232;0;10;0;132341;175,3;41;30,98
"LK Erding";543;9;7;0;137660;394,45;39;28,33
"LK Erlangen-Höchstadt";190;0;6;1;136271;139,43;16;11,74
"LK Forchheim";193;0;2;0;116099;166,24;19;16,37
"LK Freising";903;4;32;0;179116;504,14;66;36,85
"LK Freyung-Grafenau";152;0;8;0;78355;193,99;19;24,25
"LK Fürstenfeldbruck";702;0;22;0;219320;320,08;43;19,61
"LK Fürth";411;9;37;0;117387;350,12;30;25,56
"LK Garmisch-Partenkirchen";240;3;9;0;88467;271,29;31;35,04
"LK Günzburg";204;0;2;0;125747;162,23;30;23,86
"LK Haßberge";133;0;2;0;84599;157,21;29;34,28
"LK Hof";331;14;17;1;95311;347,28;51;53,51
"LK Kelheim";395;8;27;0;122258;323,09;43;35,17
"LK Kitzingen";94;3;1;0;90909;103,4;10;11
"LK Kronach";113;0;1;0;67135;168,32;18;26,81
"LK Kulmbach";173;0;6;0;71845;240,8;17;23,66
"LK Landsberg a.Lech";303;0;9;0;120071;252,35;17;14,16
"LK Landshut";606;7;22;0;158698;381,86;73;46
"LK Lichtenfels";184;10;1;0;66838;275,29;28;41,89
"LK Lindau";235;0;5;0;81669;287,75;14;17,14
"LK Main-Spessart";149;1;5;0;126365;117,91;10;7,91
"LK Miesbach";484;0;7;0;99726;485,33;18;18,05
"LK Miltenberg";244;0;3;0;128756;189,51;15;11,65
"LK Mühldorf a.Inn";435;4;14;0;115250;377,44;55;47,72
"LK München";1166;2;20;0;348871;334,22;91;26,08
"LK Neu-Ulm";393;3;14;2;174200;225,6;69;39,61
