"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3599;0;87;0;134655;2672,76;44;32,68
"LK Altötting";4234;8;184;2;111516;3796,76;91;81,6
"LK Amberg-Sulzbach";3452;11;127;0;103049;3349,86;155;150,41
"LK Ansbach";5388;32;150;2;184591;2918,89;170;92,1
"LK Aschaffenburg";6029;18;188;0;174200;3460,96;127;72,9
"LK Augsburg";8031;25;178;1;253468;3168,45;174;68,65
"LK Bad Kissingen";2474;18;82;0;103235;2396,47;85;82,34
"LK Bad Tölz-Wolfratshausen";3657;12;59;0;127917;2858,89;67;52,38
"LK Bamberg";3920;15;123;0;147163;2663,71;66;44,85
"LK Bayreuth";3706;30;132;1;103664;3575,01;137;132,16
"LK Berchtesgadener Land";4633;28;96;0;105929;4373,68;113;106,68
"LK Cham";4484;80;124;0;127998;3503,18;297;232,03
"LK Coburg";3411;14;142;0;86747;3932,12;44;50,72
"LK Dachau";6018;26;127;0;154899;3885,11;146;94,25
"LK Deggendorf";4656;24;125;0;119478;3896,95;127;106,3
"LK Dillingen a.d.Donau";2621;7;100;0;96562;2714,32;40;41,42
"LK Dingolfing-Landau";3553;17;76;0;96683;3674,9;113;116,88
"LK Donau-Ries";3746;18;142;0;133783;2800,06;87;65,03
"LK Ebersberg";4942;14;170;0;143649;3440,33;106;73,79
"LK Eichstätt";3459;12;70;0;132881;2603,08;33;24,83
"LK Erding";5335;19;103;1;138182;3860,85;90;65,13
"LK Erlangen-Höchstadt";3875;19;113;0;137262;2823,07;129;93,98
"LK Forchheim";3638;37;98;0;116203;3130,73;120;103,27
"LK Freising";5994;50;110;0;180007;3329,87;145;80,55
"LK Freyung-Grafenau";3777;21;108;0;78362;4819,94;107;136,55
"LK Fürstenfeldbruck";7380;24;120;0;219311;3365,08;133;60,64
"LK Fürth";4026;26;182;0;117853;3416,12;142;120,49
"LK Garmisch-Partenkirchen";2631;12;80;0;88424;2975,44;57;64,46
"LK Günzburg";4497;15;95;0;127027;3540,19;67;52,74
"LK Haßberge";2538;18;69;0;84384;3007,68;60;71,1
"LK Hof";4225;19;116;0;94801;4456,7;126;132,91
"LK Kelheim";3443;13;83;0;123058;2797,87;126;102,39
"LK Kitzingen";2271;16;81;1;91155;2491,36;33;36,2
"LK Kronach";2525;33;75;0;66743;3783,17;155;232,23
"LK Kulmbach";2835;68;96;0;71566;3961,38;223;311,6
"LK Landsberg a.Lech";3098;2;57;0;120302;2575,19;42;34,91
"LK Landshut";5377;29;152;1;159895;3362,83;187;116,95
"LK Lichtenfels";2363;6;61;0;66776;3538,7;63;94,35
"LK Lindau";2489;9;57;0;81981;3036,07;68;82,95
"LK Main-Spessart";3491;34;186;0;126158;2767,16;149;118,11
"LK Miesbach";3321;7;58;1;100010;3320,67;66;65,99
"LK Miltenberg";4426;7;113;0;128743;3437,86;87;67,58
"LK Mühldorf a.Inn";4906;33;127;0;115872;4233,98;122;105,29
"LK München";11776;35;272;0;350473;3360,03;230;65,63
"LK Neu-Ulm";5063;14;105;0;175204;2889,77;74;42,24
"LK Neuburg-Schrobenhausen";2840;17;64;0;97303;2918,72;75;77,08
"LK Neumarkt i.d.OPf.";4361;14;109;0;134573;3240,62;100;74,31
"LK Neustadt a.d.Aisch-Bad Windsheim";2943;9;83;1;101014;2913,46;69;68,31
"LK Neustadt a.d.Waldnaab";4370;32;149;0;94450;4626,79;126;133,4
"LK Nürnberger Land";5185;23;157;0;170792;3035,86;141;82,56
"LK Oberallgäu";3987;23;57;0;156008;2555,64;142;91,02
"LK Ostallgäu";4215;35;106;0;141182;2985,51;184;130,33
"LK Passau";10586;71;334;1;192656;5494,77;226;117,31
"LK Pfaffenhofen a.d.Ilm";3984;20;147;0;128227;3106,99;114;88,9
"LK Regen";4461;9;153;0;77410;5762,82;77;99,47
"LK Regensburg";5313;29;155;0;194070;2737,67;164;84,51
"LK Rhön-Grabfeld";2263;19;67;0;79635;2841,72;58;72,83
"LK Rosenheim";11192;59;425;0;261330;4282,71;239;91,46
"LK Roth";4169;22;160;0;126749;3289,18;112;88,36
"LK Rottal-Inn";5450;25;157;0;121502;4485,52;95;78,19
"LK Schwandorf";5730;61;121;1;147872;3874,97;300;202,88
"LK Schweinfurt";3484;6;113;0;115445;3017,89;67;58,04
"LK Starnberg";3891;25;100;1;136667;2847,07;86;62,93
"LK Straubing-Bogen";3732;43;123;0;101120;3690,66;130;128,56
"LK Tirschenreuth";4674;29;240;0;72046;6487,52;146;202,65
"LK Traunstein";7904;51;194;0;177319;4457,5;253;142,68
"LK Unterallgäu";4391;22;115;0;145341;3021,17;180;123,85
"LK Weilheim-Schongau";3485;22;54;1;135478;2572,37;118;87,1
"LK Weißenburg-Gunzenhausen";2688;18;105;0;94734;2837,42;31;32,72
"LK Wunsiedel i.Fichtelgebirge";4125;19;174;0;72655;5677,52;162;222,97
"LK Würzburg";3196;20;60;0;162302;1969,17;100;61,61
"SK Amberg";1127;11;16;0;42207;2670,17;81;191,91
