"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";21486;19915;2;826;42229
"'10-19";34364;33006;7;987;68364
"20-29";54813;49996;5;1589;106403
"30-39";47457;44425;9;1465;93356
"40-49";44410;46649;7;1353;92419
"50-59";52043;50827;7;1076;103953
"60-69";26429;24673;3;473;51578
"70-79";16320;17453;6;294;34073
"80-89";11609;20616;18;328;32571
"90-99";2136;7271;5;110;9522
"100+";25;152;0;5;182
"Unbekannt";37;33;0;10;80
"Gesamt";311129;315016;69;8516;NA
