"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";401;1;20;0;133596;300,16;5;3,74
"LK Altötting";623;0;53;0;111210;560,2;16;14,39
"LK Amberg-Sulzbach";496;0;54;0;103109;481,04;0;0
"LK Ansbach";608;0;28;0;183949;330,53;2;1,09
"LK Aschaffenburg";575;2;42;0;174208;330,07;3;1,72
"LK Augsburg";425;8;10;0;251534;168,96;8;3,18
"LK Bad Kissingen";263;0;18;0;103218;254,8;3;2,91
"LK Bad Tölz-Wolfratshausen";515;1;10;0;127227;404,79;7;5,5
"LK Bamberg";435;0;36;0;147086;295,75;0;0
"LK Bayreuth";430;0;28;0;103656;414,83;1;0,96
"LK Berchtesgadener Land";350;3;25;0;105722;331,06;8;7,57
"LK Cham";431;0;21;0;127882;337,03;0;0
"LK Coburg";402;0;29;0;86906;462,57;4;4,6
"LK Dachau";968;10;30;0;153884;629,05;15;9,75
"LK Deggendorf";340;0;15;0;119326;284,93;3;2,51
"LK Dillingen a.d.Donau";273;0;29;0;96021;284,31;2;2,08
"LK Dingolfing-Landau";461;1;10;0;96217;479,13;185;192,27
"LK Donau-Ries";371;0;23;0;133496;277,91;6;4,49
"LK Ebersberg";531;0;5;0;142142;373,57;5;3,52
"LK Eichstätt";314;0;20;0;132341;237,27;9;6,8
"LK Erding";695;6;11;0;137660;504,87;11;7,99
"LK Erlangen-Höchstadt";265;0;11;0;136271;194,47;3;2,2
"LK Forchheim";208;0;4;0;116099;179,16;0;0
"LK Freising";1010;3;46;0;179116;563,88;14;7,82
"LK Freyung-Grafenau";196;0;12;0;78355;250,14;0;0
"LK Fürstenfeldbruck";962;1;36;0;219320;438,63;5;2,28
"LK Fürth";505;2;58;0;117387;430,2;2;1,7
"LK Garmisch-Partenkirchen";299;0;18;0;88467;337,98;2;2,26
"LK Günzburg";248;2;4;0;125747;197,22;8;6,36
"LK Haßberge";173;0;6;0;84599;204,49;2;2,36
