"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3068;15;49;0;134655;2278,42;172;127,73
"LK Altötting";3118;12;122;1;111516;2796,01;146;130,92
"LK Amberg-Sulzbach";2498;10;94;0;103049;2424,09;95;92,19
"LK Ansbach";3721;44;84;0;184591;2015,81;223;120,81
"LK Aschaffenburg";4531;58;122;3;174200;2601,03;334;191,73
"LK Augsburg";6638;-1;98;0;253468;2618,87;330;130,19
"LK Bad Kissingen";1790;11;60;0;103235;1733,91;144;139,49
"LK Bad Tölz-Wolfratshausen";2833;4;33;0;127917;2214,72;195;152,44
"LK Bamberg";2907;28;80;0;147163;1975,36;211;143,38
"LK Bayreuth";2334;0;58;0;103664;2251,5;266;256,6
"LK Berchtesgadener Land";3246;32;68;0;105929;3064,32;358;337,96
"LK Cham";2889;38;64;0;127998;2257,07;298;232,82
"LK Coburg";2738;38;99;1;86747;3156,31;252;290,5
"LK Dachau";4954;58;83;1;154899;3198,21;198;127,83
"LK Deggendorf";3412;40;70;1;119478;2855,76;352;294,61
"LK Dillingen a.d.Donau";2137;12;90;2;96562;2213,09;148;153,27
"LK Dingolfing-Landau";2823;35;63;0;96683;2919,85;208;215,14
"LK Donau-Ries";3129;84;79;1;133783;2338,86;313;233,96
"LK Ebersberg";4006;17;72;1;143649;2788,74;299;208,15
"LK Eichstätt";2827;8;50;0;132881;2127,47;178;133,95
"LK Erding";4356;0;45;0;138182;3152,36;179;129,54
"LK Erlangen-Höchstadt";2942;32;82;0;137262;2143,35;166;120,94
"LK Forchheim";2599;25;66;1;116203;2236,6;211;181,58
"LK Freising";4660;9;66;0;180007;2588,79;167;92,77
"LK Freyung-Grafenau";2899;27;75;0;78362;3699,5;168;214,39
"LK Fürstenfeldbruck";6085;48;93;0;219311;2774,6;256;116,73
"LK Fürth";3125;17;117;0;117853;2651,61;177;150,19
"LK Garmisch-Partenkirchen";2028;9;49;1;88424;2293,49;125;141,36
"LK Günzburg";3866;14;75;0;127027;3043,45;167;131,47
"LK Haßberge";2062;0;49;0;84384;2443,59;169;200,27
"LK Hof";2644;22;83;2;94801;2789;182;191,98
"LK Kelheim";2654;6;57;0;123058;2156,71;188;152,77
"LK Kitzingen";1559;3;38;0;91155;1710,27;73;80,08
"LK Kronach";1740;13;34;0;66743;2607,01;179;268,19
"LK Kulmbach";1660;-1;55;1;71566;2319,54;232;324,18
"LK Landsberg a.Lech";2504;13;33;0;120302;2081,43;77;64,01
"LK Landshut";4300;31;114;0;159895;2689,26;199;124,46
"LK Lichtenfels";1694;21;42;0;66776;2536,84;149;223,13
"LK Lindau";1925;9;38;0;81981;2348,11;116;141,5
"LK Main-Spessart";2744;14;167;0;126158;2175,05;129;102,25
"LK Miesbach";2707;11;28;0;100010;2706,73;221;220,98
"LK Miltenberg";3154;16;63;0;128743;2449,84;242;187,97
"LK Mühldorf a.Inn";3625;22;88;0;115872;3128,45;203;175,19
"LK München";9491;47;150;2;350473;2708,05;432;123,26
"LK Neu-Ulm";4102;23;76;0;175204;2341,27;191;109,02
"LK Neuburg-Schrobenhausen";2359;15;51;0;97303;2424,39;140;143,88
"LK Neumarkt i.d.OPf.";3395;22;83;0;134573;2522,79;224;166,45
"LK Neustadt a.d.Aisch-Bad Windsheim";1994;0;39;0;101014;1973,98;71;70,29
"LK Neustadt a.d.Waldnaab";3031;8;107;0;94450;3209,11;178;188,46
"LK Nürnberger Land";4072;73;122;1;170792;2384,19;230;134,67
"LK Oberallgäu";3027;30;43;0;156008;1940,29;178;114,1
"LK Ostallgäu";3409;5;74;1;141182;2414,61;170;120,41
"LK Passau";7839;32;134;0;192656;4068,91;658;341,54
"LK Pfaffenhofen a.d.Ilm";3338;57;118;0;128227;2603,2;254;198,09
"LK Regen";3336;18;97;0;77410;4309,52;198;255,78
"LK Regensburg";4190;60;62;0;194070;2159,01;254;130,88
"LK Rhön-Grabfeld";1666;0;36;0;79635;2092,04;126;158,22
"LK Rosenheim";9149;75;355;0;261330;3500,94;384;146,94
"LK Roth";3286;46;75;1;126749;2592,53;336;265,09
"LK Rottal-Inn";4143;13;103;0;121502;3409,82;319;262,55
"LK Schwandorf";3728;41;78;0;147872;2521,1;175;118,35
"LK Schweinfurt";2904;24;89;0;115445;2515,48;160;138,59
