"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1493;1384;38;2915
"'10-19";3118;3016;47;6181
"20-29";6718;6175;83;12976
"30-39";5093;4861;57;10011
"40-49";4700;5446;47;10193
"50-59";5616;5932;22;11570
"60-69";3020;2656;12;5688
"70-79";2327;2226;5;4558
"80-89";1629;2618;4;4251
"90-99";262;859;0;1121
"100+";2;15;0;17
"Unbekannt";10;12;3;25
"Gesamt";33988;35200;318;69506
