"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";288;2;20;0;133596;215,58;5;3,74
"LK Altötting";590;0;41;0;111210;530,53;4;3,6
"LK Amberg-Sulzbach";467;2;44;0;103109;452,92;19;18,43
"LK Ansbach";570;3;23;1;183949;309,87;27;14,68
"LK Aschaffenburg";505;2;35;0;174208;289,88;12;6,89
"LK Augsburg";369;0;8;0;251534;146,7;4;1,59
"LK Bad Kissingen";236;2;18;0;103218;228,64;2;1,94
"LK Bad Tölz-Wolfratshausen";413;2;10;0;127227;324,62;6;4,72
"LK Bamberg";396;0;34;0;147086;269,23;7;4,76
"LK Bayreuth";406;2;25;0;103656;391,68;11;10,61
"LK Berchtesgadener Land";285;2;14;0;105722;269,57;13;12,3
"LK Cham";411;0;20;0;127882;321,39;2;1,56
"LK Coburg";210;0;8;0;86906;241,64;12;13,81
"LK Dachau";888;0;24;0;153884;577,06;12;7,8
"LK Deggendorf";280;1;12;0;119326;234,65;11;9,22
"LK Dillingen a.d.Donau";253;0;21;0;96021;263,48;7;7,29
"LK Dingolfing-Landau";200;2;5;0;96217;207,86;5;5,2
"LK Donau-Ries";339;0;23;0;133496;253,94;5;3,75
"LK Ebersberg";469;1;5;0;142142;329,95;6;4,22
"LK Eichstätt";280;1;16;0;132341;211,57;9;6,8
"LK Erding";606;0;10;0;137660;440,22;21;15,25
"LK Erlangen-Höchstadt";205;0;6;0;136271;150,44;3;2,2
"LK Forchheim";202;-1;4;0;116099;173,99;5;4,31
"LK Freising";940;0;37;0;179116;524,8;11;6,14
"LK Freyung-Grafenau";186;0;11;0;78355;237,38;3;3,83
"LK Fürstenfeldbruck";854;6;33;0;219320;389,39;42;19,15
"LK Fürth";481;1;56;0;117387;409,76;6;5,11
"LK Garmisch-Partenkirchen";279;0;15;0;88467;315,37;15;16,96
"LK Günzburg";232;3;3;0;125747;184,5;10;7,95
"LK Haßberge";155;0;5;0;84599;183,22;0;0
"LK Hof";419;1;28;0;95311;439,61;15;15,74
"LK Kelheim";434;0;33;0;122258;354,99;1;0,82
"LK Kitzingen";191;1;3;0;90909;210,1;13;14,3
"LK Kronach";150;0;3;0;67135;223,43;10;14,9
"LK Kulmbach";237;0;11;0;71845;329,88;13;18,09
"LK Landsberg a.Lech";347;0;10;0;120071;289;16;13,33
"LK Landshut";661;0;28;0;158698;416,51;11;6,93
"LK Lichtenfels";212;0;2;0;66838;317,18;10;14,96
"LK Lindau";240;0;8;0;81669;293,87;0;0
"LK Main-Spessart";147;-1;6;0;126365;116,33;1;0,79
"LK Miesbach";545;2;8;0;99726;546,5;26;26,07
"LK Miltenberg";282;4;5;0;128756;219,02;6;4,66
"LK Mühldorf a.Inn";496;0;26;0;115250;430,37;8;6,94
"LK München";1348;0;49;2;348871;386,39;40;11,47
"LK Neu-Ulm";415;1;19;0;174200;238,23;6;3,44
