"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";10905;10130;1;505;21541
"'10-19";20220;19894;3;617;40734
"20-29";34781;32534;5;1193;68513
"30-39";29230;27906;9;1108;58253
"40-49";27276;30139;4;1028;58447
"50-59";32858;34047;6;783;67694
"60-69";17346;16221;4;372;33943
"70-79";11873;12818;6;250;24947
"80-89";9470;17285;18;289;27062
"90-99";1844;6448;5;101;8398
"100+";45;155;0;7;207
"Unbekannt";125;126;0;50;301
"Gesamt";195973;207703;61;6303;410040
