"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22177;20602;1;794;43574
"'10-19";35306;33903;6;954;70169
"20-29";55844;50965;4;1547;108360
"30-39";48375;45331;7;1427;95140
"40-49";45237;47511;4;1291;94043
"50-59";52803;51518;6;1038;105365
"60-69";26768;24986;2;448;52204
"70-79";16447;17644;2;272;34365
"80-89";11669;20767;12;300;32748
"90-99";2151;7345;2;89;9587
"100+";24;152;0;4;180
"Unbekannt";24;22;0;9;55
"Gesamt";316825;320746;46;8173;645790
