"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3631;32;87;0;134655;2696,52;61;45,3
"LK Altötting";4256;22;186;2;111516;3816,49;97;86,98
"LK Amberg-Sulzbach";3539;87;127;0;103049;3434,29;199;193,11
"LK Ansbach";5439;51;150;0;184591;2946,51;180;97,51
"LK Aschaffenburg";6068;39;188;0;174200;3483,35;130;74,63
"LK Augsburg";8083;52;178;0;253468;3188,96;200;78,91
"LK Bad Kissingen";2487;13;82;0;103235;2409,07;92;89,12
"LK Bad Tölz-Wolfratshausen";3683;26;59;0;127917;2879,21;77;60,2
"LK Bamberg";3944;24;123;0;147163;2680,02;70;47,57
"LK Bayreuth";3719;13;132;0;103664;3587,55;129;124,44
"LK Berchtesgadener Land";4664;31;96;0;105929;4402,95;136;128,39
"LK Cham";4547;63;125;1;127998;3552,4;311;242,97
"LK Coburg";3423;12;142;0;86747;3945,96;47;54,18
"LK Dachau";6039;21;127;0;154899;3898,67;139;89,74
"LK Deggendorf";4687;31;125;0;119478;3922,9;132;110,48
"LK Dillingen a.d.Donau";2630;9;100;0;96562;2723,64;40;41,42
"LK Dingolfing-Landau";3583;30;76;0;96683;3705,93;118;122,05
"LK Donau-Ries";3803;57;142;0;133783;2842,66;131;97,92
"LK Ebersberg";4984;42;170;0;143649;3469,57;125;87,02
"LK Eichstätt";3478;19;70;0;132881;2617,38;47;35,37
"LK Erding";5355;20;103;0;138182;3875,32;92;66,58
"LK Erlangen-Höchstadt";3903;28;113;0;137262;2843,47;132;96,17
"LK Forchheim";3655;17;98;0;116203;3145,36;123;105,85
"LK Freising";6034;40;111;1;180007;3352,09;167;92,77
"LK Freyung-Grafenau";3791;14;108;0;78362;4837,8;97;123,78
"LK Fürstenfeldbruck";7408;28;120;0;219311;3377,85;138;62,92
"LK Fürth";4049;23;182;0;117853;3435,64;128;108,61
"LK Garmisch-Partenkirchen";2666;35;80;0;88424;3015,02;74;83,69
"LK Günzburg";4528;31;95;0;127027;3564,6;86;67,7
"LK Haßberge";2562;24;70;1;84384;3036,12;68;80,58
"LK Hof";4280;55;116;0;94801;4514,72;156;164,56
"LK Kelheim";3475;32;83;0;123058;2823,87;136;110,52
"LK Kitzingen";2280;9;81;0;91155;2501,23;38;41,69
"LK Kronach";2555;30;76;1;66743;3828,12;161;241,22
"LK Kulmbach";2864;29;96;0;71566;4001,9;224;313
"LK Landsberg a.Lech";3103;5;57;0;120302;2579,34;37;30,76
"LK Landshut";5427;50;153;1;159895;3394,1;214;133,84
"LK Lichtenfels";2386;23;62;1;66776;3573,14;76;113,81
"LK Lindau";2519;30;57;0;81981;3072,66;83;101,24
"LK Main-Spessart";3524;33;186;0;126158;2793,32;165;130,79
"LK Miesbach";3327;6;59;1;100010;3326,67;56;55,99
"LK Miltenberg";4457;31;113;0;128743;3461,94;105;81,56
"LK Mühldorf a.Inn";4921;15;128;1;115872;4246,93;105;90,62
"LK München";11820;44;272;0;350473;3372,59;234;66,77
"LK Neu-Ulm";5078;15;105;0;175204;2898,34;62;35,39
"LK Neuburg-Schrobenhausen";2859;19;64;0;97303;2938,24;83;85,3
"LK Neumarkt i.d.OPf.";4388;27;109;0;134573;3260,68;89;66,14
"LK Neustadt a.d.Aisch-Bad Windsheim";2952;9;83;0;101014;2922,37;55;54,45
"LK Neustadt a.d.Waldnaab";4396;26;149;0;94450;4654,31;133;140,82
"LK Nürnberger Land";5205;20;158;1;170792;3047,57;140;81,97
"LK Oberallgäu";4035;48;57;0;156008;2586,41;159;101,92
"LK Ostallgäu";4288;73;106;0;141182;3037,21;205;145,2
"LK Passau";10630;44;337;3;192656;5517,61;231;119,9
"LK Pfaffenhofen a.d.Ilm";4010;26;147;0;128227;3127,27;123;95,92
"LK Regen";4473;12;153;0;77410;5778,32;68;87,84
"LK Regensburg";5362;49;156;1;194070;2762,92;184;94,81
"LK Rhön-Grabfeld";2281;18;67;0;79635;2864,32;62;77,86
"LK Rosenheim";11247;55;425;0;261330;4303,75;260;99,49
"LK Roth";4209;40;160;0;126749;3320,74;130;102,56
"LK Rottal-Inn";5468;18;157;0;121502;4500,34;86;70,78
