"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";673;630;1;1304
"'10-19";1344;1520;0;2864
"20-29";3675;3649;10;7334
"30-39";3237;3203;5;6445
"40-49";3169;3870;3;7042
"50-59";4300;4854;2;9156
"60-69";2545;2195;0;4740
"70-79";2063;1979;1;4043
"80-89";1523;2452;0;3975
"90-99";248;811;1;1060
"100+";0;14;0;14
"Unbekannt";5;3;0;8
"Gesamt";22782;25180;23;47985
