"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";676;631;1;1308
"'10-19";1348;1529;0;2877
"20-29";3697;3668;2;7367
"30-39";3257;3212;5;6474
"40-49";3188;3885;0;7073
"50-59";4317;4872;1;9190
"60-69";2556;2203;0;4759
"70-79";2074;1991;1;4066
"80-89";1527;2465;0;3992
"90-99";248;811;1;1060
"100+";0;14;0;14
"Unbekannt";6;3;0;9
"Gesamt";22894;25284;11;48189
