"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";16246;15032;1;662;31941
"'10-19";27292;26614;5;798;54709
"20-29";45641;42269;5;1413;89328
"30-39";39259;36813;8;1297;77377
"40-49";36598;39178;5;1203;76984
"50-59";43427;43526;7;969;87929
"60-69";22594;21043;3;427;44067
"70-79";14587;15582;6;280;30455
"80-89";10859;19444;18;318;30639
"90-99";2034;6959;5;107;9105
"100+";36;153;0;11;200
"Unbekannt";45;35;0;30;110
"Gesamt";258618;266648;63;7515;532844
