"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";757;704;5;1466
"'10-19";1413;1568;3;2984
"20-29";3887;3757;4;7648
"30-39";3383;3286;8;6677
"40-49";3284;3954;3;7241
"50-59";4384;4933;3;9320
"60-69";2579;2226;2;4807
"70-79";2095;2006;1;4102
"80-89";1529;2474;1;4004
"90-99";248;816;0;1064
"100+";0;12;0;12
"Unbekannt";4;2;0;6
"Gesamt";23563;25738;30;49331
