"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";18456;17130;1;724;36311
"'10-19";30448;29493;5;886;60832
"20-29";49677;45676;5;1492;96850
"30-39";43018;40238;8;1373;84637
"40-49";40087;42508;6;1272;83873
"50-59";47256;46791;7;1014;95068
"60-69";24322;22708;3;441;47474
"70-79";15404;16477;6;286;32173
"80-89";11206;19945;18;323;31492
"90-99";2077;7096;5;108;9286
"100+";29;147;0;4;180
"Unbekannt";31;19;0;25;75
"Gesamt";282011;288228;64;7948;578251
