"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";4103;20;89;0;134655;3047,05;123;91,34
"LK Altötting";4839;35;195;0;111516;4339,29;217;194,59
"LK Amberg-Sulzbach";4207;27;145;2;103049;4082,52;143;138,77
"LK Ansbach";6487;82;158;0;184591;3514,26;334;180,94
"LK Aschaffenburg";6779;28;194;0;174200;3891,5;217;124,57
"LK Augsburg";9026;58;185;1;253468;3561;285;112,44
"LK Bad Kissingen";2806;11;89;0;103235;2718,07;83;80,4
"LK Bad Tölz-Wolfratshausen";4060;29;64;0;127917;3173,93;136;106,32
"LK Bamberg";4338;21;127;0;147163;2947,75;137;93,09
"LK Bayreuth";4263;26;148;2;103664;4112,32;133;128,3
"LK Berchtesgadener Land";5067;34;99;0;105929;4783,39;128;120,84
"LK Cham";5819;42;147;0;127998;4546,16;369;288,29
"LK Coburg";3691;22;143;0;86747;4254,9;110;126,81
"LK Dachau";6908;28;132;0;154899;4459,68;191;123,31
"LK Deggendorf";5469;65;133;0;119478;4577,41;216;180,79
"LK Dillingen a.d.Donau";2890;14;102;0;96562;2992,9;83;85,96
"LK Dingolfing-Landau";4241;61;80;0;96683;4386,5;237;245,13
"LK Donau-Ries";4525;64;145;0;133783;3382,34;209;156,22
"LK Ebersberg";5372;27;172;0;143649;3739,67;120;83,54
"LK Eichstätt";4140;46;72;0;132881;3115,57;194;146
"LK Erding";5857;34;105;0;138182;4238,61;191;138,22
"LK Erlangen-Höchstadt";4462;26;118;0;137262;3250,72;150;109,28
"LK Forchheim";4080;29;103;0;116203;3511,1;125;107,57
"LK Freising";6833;0;119;0;180007;3795,96;281;156,11
"LK Freyung-Grafenau";4165;25;113;0;78362;5315,08;112;142,93
"LK Fürstenfeldbruck";8172;60;129;1;219311;3726,22;259;118,1
"LK Fürth";4448;28;188;0;117853;3774,19;142;120,49
"LK Garmisch-Partenkirchen";3034;23;83;0;88424;3431,2;108;122,14
"LK Günzburg";4985;43;96;0;127027;3924,36;130;102,34
"LK Haßberge";3070;38;73;0;84384;3638,13;192;227,53
"LK Hof";5285;88;123;2;94801;5574,84;453;477,84
"LK Kelheim";4473;49;89;0;123058;3634,87;229;186,09
"LK Kitzingen";2646;37;80;0;91155;2902,75;131;143,71
"LK Kronach";3194;20;84;0;66743;4785,52;192;287,67
"LK Kulmbach";3506;33;102;0;71566;4898,97;146;204,01
"LK Landsberg a.Lech";3453;29;62;0;120302;2870,28;106;88,11
"LK Landshut";6165;51;156;0;159895;3855,66;201;125,71
"LK Lichtenfels";2762;25;69;0;66776;4136,22;120;179,71
"LK Lindau";2893;17;60;0;81981;3528,87;113;137,84
"LK Main-Spessart";3927;24;190;0;126158;3112,76;108;85,61
"LK Miesbach";3640;27;64;0;100010;3639,64;113;112,99
"LK Miltenberg";4804;14;117;0;128743;3731,47;94;73,01
"LK Mühldorf a.Inn";5550;58;136;0;115872;4789,77;258;222,66
"LK München";12897;65;279;0;350473;3679,88;312;89,02
"LK Neu-Ulm";5573;29;105;0;175204;3180,86;195;111,3
"LK Neuburg-Schrobenhausen";3376;29;65;0;97303;3469,57;142;145,94
"LK Neumarkt i.d.OPf.";5022;32;114;0;134573;3731,8;140;104,03
"LK Neustadt a.d.Aisch-Bad Windsheim";3304;40;92;1;101014;3270,83;111;109,89
"LK Neustadt a.d.Waldnaab";4788;25;155;2;94450;5069,35;117;123,88
"LK Nürnberger Land";6011;39;163;0;170792;3519,49;250;146,38
"LK Oberallgäu";4803;25;60;1;156008;3078,69;220;141,02
"LK Ostallgäu";5587;64;111;0;141182;3957,3;329;233,03
"LK Passau";11450;40;349;1;192656;5943,24;246;127,69
"LK Pfaffenhofen a.d.Ilm";4660;51;151;1;128227;3634,18;200;155,97
"LK Regen";4876;24;154;0;77410;6298,93;132;170,52
"LK Regensburg";6449;54;171;0;194070;3323,03;304;156,64
"LK Rhön-Grabfeld";2808;51;75;0;79635;3526,09;176;221,01
"LK Rosenheim";12109;68;436;1;261330;4633,61;270;103,32
"LK Roth";4844;30;164;1;126749;3821,73;144;113,61
"LK Rottal-Inn";5933;35;160;0;121502;4883,05;181;148,97
"LK Schwandorf";7198;49;138;1;147872;4867,72;279;188,68
"LK Schweinfurt";3825;71;115;1;115445;3313,27;136;117,81
"LK Starnberg";4367;24;108;0;136667;3195,36;101;73,9
"LK Straubing-Bogen";4325;42;127;1;101120;4277,1;183;180,97
"LK Tirschenreuth";5056;8;252;0;72046;7017,74;80;111,04
"LK Traunstein";8984;73;199;0;177319;5066,57;352;198,51
"LK Unterallgäu";5306;37;125;0;145341;3650,72;255;175,45
"LK Weilheim-Schongau";4016;33;60;0;135478;2964,32;165;121,79
"LK Weißenburg-Gunzenhausen";3162;27;106;0;94734;3337,77;150;158,34
"LK Wunsiedel i.Fichtelgebirge";4617;18;185;1;72655;6354,69;90;123,87
"LK Würzburg";3647;18;64;1;162302;2247,05;164;101,05
"SK Amberg";1417;11;21;0;42207;3357,26;70;165,85
"SK Ansbach";1460;10;42;0;41798;3492,99;40;95,7
"SK Aschaffenburg";2639;17;100;0;71002;3716,8;80;112,67
"SK Augsburg";14214;173;359;1;296582;4792,6;501;168,92
