"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1489;1378;38;2905
"'10-19";3101;2994;46;6141
"20-29";6682;6147;82;12911
"30-39";5062;4834;57;9953
"40-49";4677;5422;47;10146
"50-59";5597;5910;22;11529
"60-69";3010;2642;12;5664
"70-79";2319;2219;5;4543
"80-89";1627;2615;4;4246
"90-99";262;859;0;1121
"100+";2;15;0;17
"Unbekannt";9;11;3;23
"Gesamt";33837;35046;316;69199
