"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";404;0;20;0;133596;302,4;4;2,99
"LK Altötting";623;0;55;0;111210;560,2;15;13,49
"LK Amberg-Sulzbach";496;0;54;0;103109;481,04;0;0
"LK Ansbach";608;0;28;0;183949;330,53;2;1,09
"LK Aschaffenburg";580;2;42;0;174208;332,94;8;4,59
"LK Augsburg";434;3;11;0;251534;172,54;9;3,58
"LK Bad Kissingen";263;0;18;0;103218;254,8;0;0
"LK Bad Tölz-Wolfratshausen";519;1;10;0;127227;407,93;7;5,5
"LK Bamberg";436;0;36;0;147086;296,43;1;0,68
"LK Bayreuth";431;1;28;0;103656;415,8;1;0,96
"LK Berchtesgadener Land";355;1;25;0;105722;335,79;7;6,62
"LK Cham";431;0;21;0;127882;337,03;0;0
"LK Coburg";406;0;29;0;86906;467,17;5;5,75
"LK Dachau";970;0;30;0;153884;630,34;5;3,25
"LK Deggendorf";340;0;15;0;119326;284,93;0;0
"LK Dillingen a.d.Donau";274;1;29;0;96021;285,35;1;1,04
"LK Dingolfing-Landau";468;0;10;0;96217;486,4;182;189,16
"LK Donau-Ries";372;0;23;0;133496;278,66;1;0,75
"LK Ebersberg";535;0;5;0;142142;376,38;7;4,92
"LK Eichstätt";314;0;20;0;132341;237,27;6;4,53
"LK Erding";703;1;11;0;137660;510,68;15;10,9
"LK Erlangen-Höchstadt";278;7;11;0;136271;204,01;13;9,54
"LK Forchheim";212;2;4;0;116099;182,6;4;3,45
"LK Freising";1015;3;46;0;179116;566,67;13;7,26
"LK Freyung-Grafenau";196;0;12;0;78355;250,14;0;0
"LK Fürstenfeldbruck";969;2;36;0;219320;441,82;9;4,1
"LK Fürth";511;0;58;0;117387;435,31;8;6,82
"LK Garmisch-Partenkirchen";302;0;18;0;88467;341,37;5;5,65
"LK Günzburg";254;1;4;0;125747;201,99;8;6,36
"LK Haßberge";177;0;6;0;84599;209,22;5;5,91
"LK Hof";477;2;32;0;95311;500,47;31;32,53
"LK Kelheim";493;5;35;0;122258;403,25;10;8,18
"LK Kitzingen";197;0;3;0;90909;216,7;0;0
"LK Kronach";174;0;3;0;67135;259,18;1;1,49
"LK Kulmbach";248;0;11;0;71845;345,19;2;2,78
"LK Landsberg a.Lech";378;1;10;0;120071;314,81;3;2,5
"LK Landshut";709;0;31;0;158698;446,76;7;4,41
"LK Lichtenfels";316;0;17;0;66838;472,78;6;8,98
"LK Lindau";253;0;8;0;81669;309,79;3;3,67
"LK Main-Spessart";161;0;6;0;126365;127,41;1;0,79
"LK Miesbach";603;1;11;0;99726;604,66;5;5,01
"LK Miltenberg";328;4;5;0;128756;254,75;9;6,99
"LK Mühldorf a.Inn";513;0;27;0;115250;445,12;3;2,6
"LK München";1527;6;91;0;348871;437,7;20;5,73
"LK Neu-Ulm";471;0;26;0;174200;270,38;7;4,02
"LK Neuburg-Schrobenhausen";334;0;18;0;96680;345,47;0;0
"LK Neumarkt i.d.OPf.";401;0;17;0;133561;300,24;1;0,75
"LK Neustadt a.d.Aisch-Bad Windsheim";258;1;6;0;100364;257,06;3;2,99
"LK Neustadt a.d.Waldnaab";842;0;73;0;94352;892,4;0;0
"LK Nürnberger Land";663;1;44;0;170365;389,16;5;2,93
"LK Oberallgäu";204;0;7;0;155362;131,31;9;5,79
"LK Ostallgäu";529;0;39;0;140316;377,01;0;0
"LK Passau";632;0;29;0;192043;329,09;1;0,52
"LK Pfaffenhofen a.d.Ilm";392;0;21;0;127151;308,29;3;2,36
"LK Regen";200;0;12;0;77656;257,55;1;1,29
"LK Regensburg";503;3;15;0;193572;259,85;4;2,07
"LK Rhön-Grabfeld";198;0;8;0;79690;248,46;0;0
"LK Rosenheim";2327;2;199;0;260983;891,63;13;4,98
"LK Roth";293;2;7;0;126958;230,78;3;2,36
"LK Rottal-Inn";741;1;48;0;120659;614,13;1;0,83
"LK Schwandorf";513;2;20;0;147189;348,53;3;2,04
"LK Schweinfurt";536;0;25;0;115106;465,66;5;4,34
"LK Starnberg";609;3;13;0;136092;447,49;6;4,41
"LK Straubing-Bogen";565;1;29;0;100649;561,36;3;2,98
"LK Tirschenreuth";1140;0;138;0;72504;1572,33;0;0
"LK Traunstein";1316;0;88;0;177089;743,13;2;1,13
"LK Unterallgäu";287;0;14;0;144041;199,25;0;0
"LK Weilheim-Schongau";368;0;3;0;135348;271,89;5;3,69
