"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";11028;10237;1;513;21779
"'10-19";20390;20093;4;628;41115
"20-29";35123;32864;5;1203;69195
"30-39";29516;28164;9;1119;58808
"40-49";27571;30423;4;1042;59040
"50-59";33223;34436;6;789;68454
"60-69";17560;16404;3;375;34342
"70-79";12002;12991;6;251;25250
"80-89";9577;17455;18;299;27349
"90-99";1864;6505;5;102;8476
"100+";46;153;0;6;205
"Unbekannt";118;124;0;48;290
"Gesamt";198018;209849;61;6375;414303
