"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3134;14;63;3;134655;2327,43;101;75,01
"LK Altötting";3250;23;129;0;111516;2914,38;152;136,3
"LK Amberg-Sulzbach";2549;2;100;3;103049;2473,58;77;74,72
"LK Ansbach";3943;101;90;3;184591;2136,07;246;133,27
"LK Aschaffenburg";4764;39;140;0;174200;2734,79;283;162,46
"LK Augsburg";7026;37;113;3;253468;2771,95;383;151,1
"LK Bad Kissingen";1854;19;69;3;103235;1795,9;102;98,8
"LK Bad Tölz-Wolfratshausen";2948;29;37;0;127917;2304,62;145;113,35
"LK Bamberg";3072;20;88;0;147163;2087,48;224;152,21
"LK Bayreuth";2551;32;69;4;103664;2460,84;241;232,48
"LK Berchtesgadener Land";3437;46;73;2;105929;3244,63;260;245,45
"LK Cham";3027;38;72;0;127998;2364,88;202;157,81
"LK Coburg";2865;24;111;1;86747;3302,71;209;240,93
"LK Dachau";5152;62;83;0;154899;3326,04;255;164,62
"LK Deggendorf";3551;34;85;3;119478;2972,1;234;195,85
"LK Dillingen a.d.Donau";2236;11;91;0;96562;2315,61;133;137,74
"LK Dingolfing-Landau";2914;3;66;1;96683;3013,97;145;149,97
"LK Donau-Ries";3265;21;94;6;133783;2440,52;239;178,65
"LK Ebersberg";4184;33;87;11;143649;2912,66;325;226,25
"LK Eichstätt";2952;19;52;0;132881;2221,54;150;112,88
"LK Erding";4563;38;60;0;138182;3302,17;195;141,12
"LK Erlangen-Höchstadt";3121;44;90;2;137262;2273,75;208;151,54
"LK Forchheim";2753;33;72;0;116203;2369,13;213;183,3
"LK Freising";4917;25;80;0;180007;2731,56;287;159,44
"LK Freyung-Grafenau";2951;20;77;0;78362;3765,86;124;158,24
"LK Fürstenfeldbruck";6256;24;97;2;219311;2852,57;251;114,45
"LK Fürth";3256;24;133;1;117853;2762,76;178;151,04
"LK Garmisch-Partenkirchen";2122;33;54;2;88424;2399,8;124;140,23
"LK Günzburg";3969;25;76;0;127027;3124,53;131;103,13
"LK Haßberge";2155;14;53;2;84384;2553,8;136;161,17
"LK Hof";2785;31;89;2;94801;2937,73;184;194,09
"LK Kelheim";2765;4;63;0;123058;2246,91;152;123,52
"LK Kitzingen";1647;11;44;2;91155;1806,81;102;111,9
"LK Kronach";1867;34;38;1;66743;2797,3;180;269,69
"LK Kulmbach";1787;34;63;1;71566;2497;156;217,98
"LK Landsberg a.Lech";2583;22;35;0;120302;2147,1;94;78,14
"LK Landshut";4480;30;124;0;159895;2801,84;239;149,47
"LK Lichtenfels";1805;4;43;1;66776;2703,07;152;227,63
"LK Lindau";1997;22;40;0;81981;2435,93;91;111
"LK Main-Spessart";2811;15;174;2;126158;2228,16;98;77,68
"LK Miesbach";2830;17;29;0;100010;2829,72;183;182,98
"LK Miltenberg";3297;36;68;2;128743;2560,92;195;151,46
"LK Mühldorf a.Inn";3759;37;90;0;115872;3244,1;180;155,34
"LK München";9896;-2;154;0;350473;2823,61;432;123,26
"LK Neu-Ulm";4202;8;80;0;175204;2398,35;161;91,89
"LK Neuburg-Schrobenhausen";2465;20;57;0;97303;2533,32;144;147,99
