"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5217;3;101;0;134655;3874,35;33;24,51
"LK Altötting";6074;0;210;0;111516;5446,75;16;14,35
"LK Amberg-Sulzbach";4849;0;160;0;103049;4705,53;14;13,59
"LK Ansbach";8425;2;197;0;184591;4564,14;14;7,58
"LK Aschaffenburg";8037;1;213;0;174200;4613,66;10;5,74
"LK Augsburg";11499;0;231;0;253468;4536,67;24;9,47
"LK Bad Kissingen";3645;0;104;0;103235;3530,78;1;0,97
"LK Bad Tölz-Wolfratshausen";5123;0;79;0;127917;4004,94;20;15,64
"LK Bamberg";5670;1;145;0;147163;3852,87;42;28,54
"LK Bayreuth";4936;0;163;0;103664;4761,54;2;1,93
"LK Berchtesgadener Land";6046;3;102;0;105929;5707,6;11;10,38
"LK Cham";7136;0;182;0;127998;5575,09;1;0,78
"LK Coburg";4889;0;161;0;86747;5635,93;0;0
"LK Dachau";8259;3;143;0;154899;5331,86;14;9,04
"LK Deggendorf";7024;0;160;0;119478;5878,91;25;20,92
"LK Dillingen a.d.Donau";3811;0;115;0;96562;3946,69;25;25,89
"LK Dingolfing-Landau";5841;3;99;0;96683;6041,39;20;20,69
"LK Donau-Ries";6014;0;165;0;133783;4495,34;6;4,48
"LK Ebersberg";6401;2;181;0;143649;4456;22;15,32
"LK Eichstätt";5087;0;86;0;132881;3828,24;9;6,77
"LK Erding";6994;1;118;0;138182;5061,44;20;14,47
"LK Erlangen-Höchstadt";5435;0;130;0;137262;3959,58;8;5,83
"LK Forchheim";4810;0;113;0;116203;4139,31;16;13,77
"LK Freising";8258;14;130;0;180007;4587,6;46;25,55
"LK Freyung-Grafenau";4918;1;128;0;78362;6276;4;5,1
"LK Fürstenfeldbruck";9775;2;140;0;219311;4457,14;38;17,33
"LK Fürth";5386;0;209;0;117853;4570,1;10;8,49
"LK Garmisch-Partenkirchen";3657;1;87;0;88424;4135,75;6;6,79
"LK Günzburg";7016;3;110;0;127027;5523,24;15;11,81
"LK Haßberge";4085;1;87;0;84384;4840,97;8;9,48
"LK Hof";6408;0;157;0;94801;6759,42;3;3,16
"LK Kelheim";5942;0;110;0;123058;4828,62;2;1,63
"LK Kitzingen";3302;0;87;0;91155;3622,4;5;5,49
"LK Kronach";4234;0;96;0;66743;6343,74;6;8,99
"LK Kulmbach";4087;0;117;0;71566;5710,81;0;0
"LK Landsberg a.Lech";4117;1;71;0;120302;3422,22;11;9,14
"LK Landshut";8049;13;175;0;159895;5033,93;18;11,26
"LK Lichtenfels";3590;0;85;0;66776;5376,18;2;3
"LK Lindau";3453;0;63;0;81981;4211,95;3;3,66
"LK Main-Spessart";4771;0;215;0;126158;3781,77;7;5,55
"LK Miesbach";4603;1;82;0;100010;4602,54;6;6
"LK Miltenberg";6009;0;129;0;128743;4667,44;1;0,78
"LK Mühldorf a.Inn";6989;2;155;0;115872;6031,66;13;11,22
"LK München";15457;3;294;0;350473;4410,33;53;15,12
"LK Neu-Ulm";7781;0;121;0;175204;4441,11;12;6,85
"LK Neuburg-Schrobenhausen";4199;0;80;0;97303;4315,39;25;25,69
"LK Neumarkt i.d.OPf.";6575;0;142;0;134573;4885,82;2;1,49
"LK Neustadt a.d.Aisch-Bad Windsheim";4391;0;107;0;101014;4346,92;2;1,98
"LK Neustadt a.d.Waldnaab";5259;0;188;0;94450;5568,03;1;1,06
"LK Nürnberger Land";7463;1;185;0;170792;4369,64;4;2,34
"LK Oberallgäu";5973;1;90;0;156008;3828,65;9;5,77
"LK Ostallgäu";7170;1;134;0;141182;5078,55;5;3,54
"LK Passau";12968;0;371;0;192656;6731,17;5;2,6
"LK Pfaffenhofen a.d.Ilm";5665;0;159;0;128227;4417,95;5;3,9
"LK Regen";5533;1;163;0;77410;7147,66;2;2,58
"LK Regensburg";8344;4;205;0;194070;4299,48;34;17,52
"LK Rhön-Grabfeld";3554;0;89;0;79635;4462,86;4;5,02
"LK Rosenheim";13961;0;462;0;261330;5342,29;16;6,12
"LK Roth";5701;2;174;0;126749;4497,87;10;7,89
"LK Rottal-Inn";7561;0;182;0;121502;6222,94;7;5,76
"LK Schwandorf";8393;0;157;0;147872;5675,85;5;3,38
"LK Schweinfurt";5155;0;139;0;115445;4465,33;4;3,46
"LK Starnberg";5155;0;113;0;136667;3771,94;30;21,95
"LK Straubing-Bogen";5379;2;141;0;101120;5319,42;10;9,89
"LK Tirschenreuth";5317;0;265;0;72046;7380,01;0;0
"LK Traunstein";11124;3;217;0;177319;6273,44;29;16,35
"LK Unterallgäu";7291;0;168;0;145341;5016,48;6;4,13
"LK Weilheim-Schongau";5168;0;84;0;135478;3814,64;9;6,64
"LK Weißenburg-Gunzenhausen";3926;0;118;0;94734;4144,24;5;5,28
"LK Wunsiedel i.Fichtelgebirge";5032;0;198;0;72655;6925,88;1;1,38
"LK Würzburg";4474;0;73;0;162302;2756,59;4;2,46
"SK Amberg";1765;0;24;0;42207;4181,77;14;33,17
"SK Ansbach";1878;1;45;0;41798;4493,04;3;7,18
"SK Aschaffenburg";3509;1;115;0;71002;4942,11;9;12,68
"SK Augsburg";18094;4;404;0;296582;6100,84;53;17,87
"SK Bamberg";3147;2;108;0;77373;4067,31;28;36,19
"SK Bayreuth";3479;1;109;0;74783;4652,13;7;9,36
"SK Coburg";2404;0;92;0;41072;5853,14;1;2,43
"SK Erlangen";4022;4;95;0;112528;3574,22;16;14,22
"SK Fürth";7755;0;225;0;128497;6035,16;8;6,23
"SK Hof";3973;0;117;0;45825;8669,94;1;2,18
"SK Ingolstadt";6225;2;115;0;137392;4530,83;22;16,01
"SK Kaufbeuren";2393;0;56;0;44398;5389,88;5;11,26
"SK Kempten";3278;0;48;0;69151;4740,35;5;7,23
"SK Landshut";4102;0;110;0;73411;5587,72;13;17,71
"SK Memmingen";2258;0;26;0;44100;5120,18;1;2,27
"SK München";74132;24;1265;0;1484226;4994,66;265;17,85
"SK Nürnberg";34788;6;968;0;518370;6711,04;52;10,03
"SK Passau";3403;1;113;0;52803;6444,71;2;3,79
"SK Regensburg";7049;3;89;0;153094;4604,36;30;19,6
"SK Rosenheim";3946;0;67;0;63551;6209,19;7;11,01
"SK Schwabach";2158;3;105;0;40981;5265,85;4;9,76
"SK Schweinfurt";3179;0;91;0;53426;5950,29;5;9,36
"SK Straubing";2382;0;87;0;47791;4984,2;3;6,28
"SK Weiden i.d.OPf.";2698;0;98;0;42743;6312,14;2;4,68
"SK Würzburg";4591;0;124;0;127934;3588,57;18;14,07
