"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";4819;4429;0;195;9443
"'10-19";9939;9361;0;256;19556
"20-29";17761;16014;1;487;34263
"30-39";14140;12760;1;444;27345
"40-49";12993;13789;3;395;27180
"50-59";15439;15116;2;276;30833
"60-69";7770;7043;3;123;14939
"70-79";5235;5262;0;70;10567
"80-89";3460;5759;0;37;9256
"90-99";571;1927;0;12;2510
"100+";14;50;0;1;65
"Unbekannt";65;51;0;271;387
"Gesamt";92206;91561;10;2567;186344
