"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22280;20657;1;791;43729
"'10-19";35411;34001;6;952;70370
"20-29";55958;51045;4;1540;108547
"30-39";48466;45424;6;1420;95316
"40-49";45303;47585;4;1291;94183
"50-59";52860;51583;6;1035;105484
"60-69";26812;25006;2;443;52263
"70-79";16452;17648;2;268;34370
"80-89";11669;20770;12;300;32751
"90-99";2148;7342;2;89;9581
"100+";24;153;0;4;181
"Unbekannt";23;22;0;8;53
"Gesamt";317406;321236;45;8141;646828
