"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";10566;9816;1;490;20873
"'10-19";19736;19421;3;595;39755
"20-29";33909;31654;6;1180;66749
"30-39";28418;27150;9;1101;56678
"40-49";26501;29275;4;1010;56790
"50-59";31867;33058;6;755;65686
"60-69";16850;15709;4;355;32918
"70-79";11578;12430;7;239;24254
"80-89";9194;16832;18;265;26309
"90-99";1792;6264;5;98;8159
"100+";44;150;0;7;201
"Unbekannt";119;127;0;48;294
"Gesamt";190574;201886;63;6143;398666
