"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3474;1;79;1;134655;2579,93;36;26,73
"LK Altötting";3847;7;159;3;111516;3449,73;87;78,02
"LK Amberg-Sulzbach";2920;5;110;0;103049;2833,6;97;94,13
"LK Ansbach";4821;22;129;4;184591;2611,72;105;56,88
"LK Aschaffenburg";5682;3;179;0;174200;3261,77;79;45,35
"LK Augsburg";7563;11;167;3;253468;2983,81;84;33,14
"LK Bad Kissingen";2251;5;81;0;103235;2180,46;30;29,06
"LK Bad Tölz-Wolfratshausen";3494;13;57;0;127917;2731,46;52;40,65
"LK Bamberg";3687;11;111;-1;147163;2505,39;100;67,95
"LK Bayreuth";3306;12;127;0;103664;3189,15;122;117,69
"LK Berchtesgadener Land";4267;5;92;0;105929;4028,17;92;86,85
"LK Cham";3767;9;114;0;127998;2943,01;135;105,47
"LK Coburg";3271;0;139;0;86747;3770,74;38;43,81
"LK Dachau";5725;4;125;0;154899;3695,96;63;40,67
"LK Deggendorf";4289;0;120;0;119478;3589,78;88;73,65
"LK Dillingen a.d.Donau";2516;1;96;1;96562;2605,58;21;21,75
"LK Dingolfing-Landau";3250;5;72;0;96683;3361,5;65;67,23
"LK Donau-Ries";3600;0;137;1;133783;2690,92;23;17,19
"LK Ebersberg";4692;2;161;0;143649;3266,29;57;39,68
"LK Eichstätt";3344;0;69;1;132881;2516,54;45;33,86
"LK Erding";4989;28;88;0;138182;3610,46;61;44,14
"LK Erlangen-Höchstadt";3552;-1;111;0;137262;2587,75;48;34,97
"LK Forchheim";3299;0;96;1;116203;2839;72;61,96
"LK Freising";5633;-6;109;2;180007;3129,32;89;49,44
"LK Freyung-Grafenau";3448;-3;97;0;78362;4400,09;66;84,22
"LK Fürstenfeldbruck";6948;-2;119;0;219311;3168,1;85;38,76
"LK Fürth";3696;-2;175;1;117853;3136,11;89;75,52
"LK Garmisch-Partenkirchen";2497;2;78;1;88424;2823,89;41;46,37
"LK Günzburg";4306;0;92;0;127027;3389,83;26;20,47
"LK Haßberge";2408;1;68;0;84384;2853,62;31;36,74
"LK Hof";3822;4;108;1;94801;4031,6;189;199,36
"LK Kelheim";3166;0;82;0;123058;2572,77;39;31,69
"LK Kitzingen";2167;2;76;2;91155;2377,27;55;60,34
"LK Kronach";2190;3;57;0;66743;3281,24;50;74,91
"LK Kulmbach";2228;2;92;0;71566;3113,21;117;163,49
"LK Landsberg a.Lech";2940;-3;47;1;120302;2443,85;51;42,39
"LK Landshut";5028;-3;147;0;159895;3144,56;48;30,02
"LK Lichtenfels";2150;2;56;0;66776;3219,72;27;40,43
"LK Lindau";2290;3;57;1;81981;2793,33;46;56,11
"LK Main-Spessart";3154;0;184;0;126158;2500,04;41;32,5
"LK Miesbach";3127;8;57;0;100010;3126,69;46;46
"LK Miltenberg";4174;3;108;0;128743;3242,12;62;48,16
"LK Mühldorf a.Inn";4518;10;122;0;115872;3899,13;94;81,12
"LK München";11111;6;239;4;350473;3170,29;128;36,52
"LK Neu-Ulm";4805;5;102;0;175204;2742,52;82;46,8
"LK Neuburg-Schrobenhausen";2691;-1;62;0;97303;2765,59;29;29,8
"LK Neumarkt i.d.OPf.";4053;-4;107;0;134573;3011,75;88;65,39
"LK Neustadt a.d.Aisch-Bad Windsheim";2657;7;64;0;101014;2630,33;89;88,11
"LK Neustadt a.d.Waldnaab";3902;10;141;2;94450;4131,29;170;179,99
"LK Nürnberger Land";4810;9;153;1;170792;2816,29;99;57,97
"LK Oberallgäu";3679;0;56;0;156008;2358,21;62;39,74
"LK Ostallgäu";3850;1;103;0;141182;2726,98;49;34,71
"LK Passau";9810;-1;303;2;192656;5091,98;204;105,89
"LK Pfaffenhofen a.d.Ilm";3758;1;146;0;128227;2930,74;37;28,86
"LK Regen";4162;0;151;0;77410;5376,57;54;69,76
"LK Regensburg";4948;15;139;0;194070;2549,6;107;55,13
"LK Rhön-Grabfeld";2097;0;65;0;79635;2633,26;40;50,23
"LK Rosenheim";10469;6;419;1;261330;4006,05;158;60,46
"LK Roth";3923;-4;150;0;126749;3095,09;55;43,39
"LK Rottal-Inn";5155;-2;146;1;121502;4242,73;99;81,48
"LK Schwandorf";4747;7;111;0;147872;3210,21;163;110,23
"LK Schweinfurt";3305;1;110;0;115445;2862,84;28;24,25
"LK Starnberg";3709;32;91;2;136667;2713,9;60;43,9
"LK Straubing-Bogen";3390;5;117;1;101120;3352,45;54;53,4
"LK Tirschenreuth";4178;4;212;-1;72046;5799,07;256;355,33
"LK Traunstein";7407;1;190;0;177319;4177,22;162;91,36
"LK Unterallgäu";4041;1;115;1;145341;2780,36;55;37,84
"LK Weilheim-Schongau";3200;-5;51;0;135478;2362,01;58;42,81
"LK Weißenburg-Gunzenhausen";2603;1;101;0;94734;2747,69;43;45,39
"LK Wunsiedel i.Fichtelgebirge";3511;9;155;0;72655;4832,43;223;306,93
"LK Würzburg";2978;-1;55;0;162302;1834,85;49;30,19
"SK Amberg";914;2;12;0;42207;2165,52;36;85,29
"SK Ansbach";1245;3;38;0;41798;2978,61;11;26,32
"SK Aschaffenburg";2169;1;90;0;71002;3054,84;34;47,89
"SK Augsburg";11947;10;323;1;296582;4028,23;179;60,35
"SK Bamberg";2098;1;93;1;77373;2711,54;48;62,04
"SK Bayreuth";2248;14;87;1;74783;3006,03;83;110,99
"SK Coburg";1600;0;86;0;41072;3895,6;32;77,91
"SK Erlangen";2778;5;81;0;112528;2468,72;43;38,21
"SK Fürth";4798;-1;178;0;128497;3733,94;94;73,15
"SK Hof";2194;2;67;0;45825;4787,78;89;194,22
"SK Ingolstadt";4056;2;91;1;137392;2952,14;19;13,83
"SK Kaufbeuren";1461;1;47;0;44398;3290,69;10;22,52
"SK Kempten";1558;0;33;0;69151;2253,04;20;28,92
"SK Landshut";2673;2;92;0;73411;3641,14;30;40,87
"SK Memmingen";1211;0;17;0;44100;2746,03;17;38,55
"SK München";53385;45;1070;5;1484226;3596,82;469;31,6
"SK Nürnberg";23363;35;749;8;518370;4507,01;513;98,96
"SK Passau";2667;0;105;2;52803;5050,85;42;79,54
"SK Regensburg";4210;7;61;0;153094;2749,94;43;28,09
"SK Rosenheim";2847;2;52;0;63551;4479,87;33;51,93
"SK Schwabach";1553;-6;100;0;40981;3789,56;31;75,64
"SK Schweinfurt";1507;0;58;1;53426;2820,72;6;11,23
"SK Straubing";1509;0;75;0;47791;3157,5;13;27,2
"SK Weiden i.d.OPf.";2024;10;67;0;42743;4735,28;108;252,67
"SK Würzburg";2948;2;95;0;127934;2304,31;56;43,77
