"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1522;1407;37;2966
"'10-19";3175;3059;48;6282
"20-29";6829;6270;84;13183
"30-39";5180;4937;58;10175
"40-49";4776;5513;46;10335
"50-59";5692;5996;27;11715
"60-69";3068;2687;12;5767
"70-79";2349;2247;5;4601
"80-89";1635;2631;4;4270
"90-99";264;863;0;1127
"100+";2;16;0;18
"Unbekannt";12;14;3;29
"Gesamt";34504;35640;324;70468
