"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";15947;14749;1;663;31360
"'10-19";26806;26152;5;787;53750
"20-29";44969;41720;5;1405;88099
"30-39";38689;36238;8;1289;76224
"40-49";36050;38650;5;1194;75899
"50-59";42883;43068;7;958;86916
"60-69";22352;20805;3;426;43586
"70-79";14455;15452;6;280;30193
"80-89";10811;19359;18;321;30509
"90-99";2029;6933;5;105;9072
"100+";34;148;0;5;187
"Unbekannt";41;34;0;29;104
"Gesamt";255066;263308;63;7462;525899
