"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22460;20816;1;720;43997
"'10-19";35743;34343;5;892;70983
"20-29";56430;51421;4;1462;109317
"30-39";48778;45657;5;1362;95802
"40-49";45509;47790;4;1236;94539
"50-59";53022;51775;6;969;105772
"60-69";26880;25087;2;426;52395
"70-79";16480;17680;2;259;34421
"80-89";11697;20804;12;289;32802
"90-99";2151;7354;2;85;9592
"100+";22;151;0;4;177
"Unbekannt";22;21;0;6;49
"Gesamt";319194;322899;43;7710;649846
