"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3283;22;71;1;134655;2438,08;98;72,78
"LK Altötting";3466;23;137;0;111516;3108,07;117;104,92
"LK Amberg-Sulzbach";2631;8;104;0;103049;2553,15;57;55,31
"LK Ansbach";4209;0;100;0;184591;2280,18;132;71,51
"LK Aschaffenburg";5195;34;148;0;174200;2982,2;239;137,2
"LK Augsburg";7210;15;138;1;253468;2844,54;198;78,12
"LK Bad Kissingen";1992;12;73;0;103235;1929,58;86;83,31
"LK Bad Tölz-Wolfratshausen";3169;17;38;0;127917;2477,39;158;123,52
"LK Bamberg";3298;24;101;-1;147163;2241,05;129;87,66
"LK Bayreuth";2789;34;101;4;103664;2690,42;160;154,34
"LK Berchtesgadener Land";3760;25;85;2;105929;3549,55;200;188,81
"LK Cham";3257;40;102;2;127998;2544,57;149;116,41
"LK Coburg";3033;11;130;3;86747;3496,37;106;122,19
"LK Dachau";5373;14;91;0;154899;3468,71;145;93,61
"LK Deggendorf";3853;31;103;0;119478;3224,86;211;176,6
"LK Dillingen a.d.Donau";2328;16;90;0;96562;2410,89;61;63,17
"LK Dingolfing-Landau";3010;7;71;0;96683;3113,27;68;70,33
"LK Donau-Ries";3444;10;117;2;133783;2574,32;101;75,5
"LK Ebersberg";4418;24;117;1;143649;3075,55;148;103,03
"LK Eichstätt";3164;40;61;0;132881;2381,08;136;102,35
"LK Erding";4743;13;65;0;138182;3432,43;111;80,33
"LK Erlangen-Höchstadt";3310;26;98;1;137262;2411,45;110;80,14
"LK Forchheim";2913;27;85;1;116203;2506,82;98;84,34
"LK Freising";5199;31;88;2;180007;2888,22;204;113,33
"LK Freyung-Grafenau";3146;19;86;1;78362;4014,7;118;150,58
"LK Fürstenfeldbruck";6540;53;103;1;219311;2982,07;170;77,52
"LK Fürth";3421;24;152;4;117853;2902,77;125;106,06
"LK Garmisch-Partenkirchen";2274;14;65;1;88424;2571,7;105;118,75
"LK Günzburg";4124;25;87;0;127027;3246,55;92;72,43
"LK Haßberge";2256;16;62;2;84384;2673,49;68;80,58
"LK Hof";2996;16;95;1;94801;3160,3;182;191,98
"LK Kelheim";2972;10;72;0;123058;2415,12;121;98,33
"LK Kitzingen";1838;24;53;0;91155;2016,35;105;115,19
"LK Kronach";1993;12;50;0;66743;2986,08;74;110,87
"LK Kulmbach";1933;24;78;1;71566;2701;87;121,57
"LK Landsberg a.Lech";2696;10;36;0;120302;2241,03;63;52,37
"LK Landshut";4698;10;133;0;159895;2938,18;148;92,56
"LK Lichtenfels";1942;21;51;0;66776;2908,23;86;128,79
"LK Lindau";2102;18;42;0;81981;2564,01;72;87,83
"LK Main-Spessart";2978;16;182;0;126158;2360,53;95;75,3
"LK Miesbach";2925;11;43;0;100010;2924,71;74;73,99
"LK Miltenberg";3616;33;83;0;128743;2808,7;229;177,87
"LK Mühldorf a.Inn";4057;48;101;2;115872;3501,28;190;163,97
"LK München";10587;82;159;0;350473;3020,77;285;81,32
"LK Neu-Ulm";4432;22;84;0;175204;2529,62;160;91,32
"LK Neuburg-Schrobenhausen";2580;22;58;0;97303;2651,51;83;85,3
"LK Neumarkt i.d.OPf.";3653;8;100;2;134573;2714,51;94;69,85
"LK Neustadt a.d.Aisch-Bad Windsheim";2278;10;49;0;101014;2255,13;119;117,81
"LK Neustadt a.d.Waldnaab";3353;24;121;0;94450;3550,03;141;149,29
"LK Nürnberger Land";4315;9;140;3;170792;2526,46;78;45,67
"LK Oberallgäu";3401;19;48;0;156008;2180,02;136;87,18
"LK Ostallgäu";3638;9;95;1;141182;2576,82;70;49,58
"LK Passau";8794;90;232;10;192656;4564,61;401;208,14
"LK Pfaffenhofen a.d.Ilm";3570;9;139;0;128227;2784,13;65;50,69
"LK Regen";3755;42;126;2;77410;4850,79;157;202,82
"LK Regensburg";4448;9;106;1;194070;2291,96;83;42,77
"LK Rhön-Grabfeld";1896;22;58;0;79635;2380,86;78;97,95
"LK Rosenheim";9864;27;390;4;261330;3774,54;263;100,64
"LK Roth";3724;12;118;2;126749;2938,09;126;99,41
"LK Rottal-Inn";4645;43;124;5;121502;3822,98;179;147,32
"LK Schwandorf";4095;25;99;1;147872;2769,29;112;75,74
"LK Schweinfurt";3107;17;99;1;115445;2691,32;60;51,97
"LK Starnberg";3429;20;63;0;136667;2509,02;89;65,12
"LK Straubing-Bogen";3156;26;103;0;101120;3121,04;131;129,55
"LK Tirschenreuth";3218;35;189;0;72046;4466,59;176;244,29
"LK Traunstein";6753;19;177;3;177319;3808,39;235;132,53
"LK Unterallgäu";3696;30;90;4;145341;2542,99;206;141,74
"LK Weilheim-Schongau";2950;18;41;1;135478;2177,48;59;43,55
"LK Weißenburg-Gunzenhausen";2439;17;76;0;94734;2574,58;78;82,34
"LK Wunsiedel i.Fichtelgebirge";2764;24;115;1;72655;3804,28;188;258,76
"LK Würzburg";2699;34;44;2;162302;1662,95;137;84,41
"SK Amberg";783;6;8;0;42207;1855,14;48;113,73
