"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";588;558;7;1153
"'10-19";1232;1445;9;2686
"20-29";3326;3414;28;6768
"30-39";2963;3023;18;6004
"40-49";3016;3699;13;6728
"50-59";4122;4634;4;8760
"60-69";2439;2086;6;4531
"70-79";1997;1912;3;3912
"80-89";1469;2314;2;3785
"90-99";230;764;2;996
"100+";2;14;0;16
"Unbekannt";7;6;0;13
"Gesamt";21391;23869;92;45352
