"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";4378;26;89;0;134655;3251,27;231;171,55
"LK Altötting";5168;19;199;0;111516;4634,31;246;220,6
"LK Amberg-Sulzbach";4375;0;147;0;103049;4245,55;142;137,8
"LK Ansbach";7024;28;160;0;184591;3805,17;421;228,07
"LK Aschaffenburg";7087;20;195;0;174200;4068,31;248;142,37
"LK Augsburg";9640;54;190;0;253468;3803,24;510;201,21
"LK Bad Kissingen";2983;6;93;0;103235;2889,52;150;145,3
"LK Bad Tölz-Wolfratshausen";4291;16;65;0;127917;3354,52;201;157,13
"LK Bamberg";4592;8;128;0;147163;3120,35;208;141,34
"LK Bayreuth";4486;13;151;0;103664;4327,44;186;179,43
"LK Berchtesgadener Land";5267;10;99;0;105929;4972,2;151;142,55
"LK Cham";6215;44;161;1;127998;4855,54;302;235,94
"LK Coburg";3876;0;144;0;86747;4468,17;157;180,99
"LK Dachau";7303;50;134;0;154899;4714,69;365;235,64
"LK Deggendorf";5882;28;133;0;119478;4923,08;318;266,16
"LK Dillingen a.d.Donau";3039;11;102;0;96562;3147,2;122;126,34
"LK Dingolfing-Landau";4664;25;81;0;96683;4824,01;339;350,63
"LK Donau-Ries";4946;46;148;0;133783;3697,03;377;281,8
"LK Ebersberg";5566;12;172;0;143649;3874,72;168;116,95
"LK Eichstätt";4374;11;77;2;132881;3291,67;187;140,73
"LK Erding";6105;0;105;0;138182;4418,09;246;178,03
"LK Erlangen-Höchstadt";4663;15;119;0;137262;3397,15;173;126,04
"LK Forchheim";4218;8;104;0;116203;3629,85;112;96,38
"LK Freising";7339;60;119;0;180007;4077,06;397;220,55
"LK Freyung-Grafenau";4339;9;115;0;78362;5537,12;149;190,14
"LK Fürstenfeldbruck";8596;42;130;0;219311;3919,55;351;160,05
