"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5178;-3;101;0;134655;3845,38;5;3,71
"LK Altötting";6041;0;210;0;111516;5417,16;7;6,28
"LK Amberg-Sulzbach";4832;0;160;0;103049;4689,03;1;0,97
"LK Ansbach";8402;-14;197;0;184591;4551,68;15;8,13
"LK Aschaffenburg";8006;3;212;0;174200;4595,87;14;8,04
"LK Augsburg";11427;1;226;0;253468;4508,26;27;10,65
"LK Bad Kissingen";3640;0;104;0;103235;3525,94;5;4,84
"LK Bad Tölz-Wolfratshausen";5065;4;78;0;127917;3959,6;12;9,38
"LK Bamberg";5600;5;141;0;147163;3805,3;10;6,8
"LK Bayreuth";4929;0;161;0;103664;4754,78;1;0,96
"LK Berchtesgadener Land";6007;1;102;0;105929;5670,78;9;8,5
"LK Cham";7128;0;182;0;127998;5568,84;10;7,81
"LK Coburg";4888;0;161;0;86747;5634,78;2;2,31
"LK Dachau";8230;1;143;0;154899;5313,14;13;8,39
"LK Deggendorf";6988;0;160;0;119478;5848,78;4;3,35
"LK Dillingen a.d.Donau";3771;1;115;0;96562;3905,26;5;5,18
"LK Dingolfing-Landau";5811;1;98;0;96683;6010,36;7;7,24
"LK Donau-Ries";5982;0;164;0;133783;4471,42;9;6,73
"LK Ebersberg";6361;1;180;0;143649;4428,15;6;4,18
"LK Eichstätt";5064;2;84;1;132881;3810,93;8;6,02
"LK Erding";6967;0;118;0;138182;5041,9;2;1,45
"LK Erlangen-Höchstadt";5405;1;130;0;137262;3937,72;5;3,64
"LK Forchheim";4785;0;113;0;116203;4117,79;6;5,16
"LK Freising";8164;10;130;0;180007;4535,38;16;8,89
"LK Freyung-Grafenau";4913;0;128;0;78362;6269,62;0;0
"LK Fürstenfeldbruck";9719;0;140;0;219311;4431,61;8;3,65
"LK Fürth";5352;1;208;0;117853;4541,25;9;7,64
"LK Garmisch-Partenkirchen";3644;2;87;0;88424;4121,05;5;5,65
"LK Günzburg";6951;2;110;0;127027;5472,06;18;14,17
"LK Haßberge";4069;0;87;0;84384;4822;0;0
"LK Hof";6398;1;157;0;94801;6748,87;3;3,16
"LK Kelheim";5932;0;109;0;123058;4820,49;0;0
"LK Kitzingen";3286;1;87;0;91155;3604,85;5;5,49
"LK Kronach";4223;0;96;0;66743;6327,26;6;8,99
"LK Kulmbach";4085;1;117;0;71566;5708,02;7;9,78
"LK Landsberg a.Lech";4094;0;71;0;120302;3403,1;3;2,49
"LK Landshut";8017;-32;175;0;159895;5013,92;4;2,5
"LK Lichtenfels";3571;2;84;0;66776;5347,73;24;35,94
"LK Lindau";3445;2;63;0;81981;4202,19;9;10,98
"LK Main-Spessart";4748;5;215;0;126158;3763,53;16;12,68
"LK Miesbach";4579;2;82;0;100010;4578,54;19;19
"LK Miltenberg";5993;1;129;0;128743;4655,01;15;11,65
"LK Mühldorf a.Inn";6967;0;155;0;115872;6012,67;8;6,9
"LK München";15348;2;294;0;350473;4379,22;19;5,42
"LK Neu-Ulm";7745;0;120;0;175204;4420,56;28;15,98
"LK Neuburg-Schrobenhausen";4169;0;80;0;97303;4284,55;5;5,14
"LK Neumarkt i.d.OPf.";6562;1;140;0;134573;4876,16;5;3,72
"LK Neustadt a.d.Aisch-Bad Windsheim";4384;0;107;0;101014;4339,99;2;1,98
"LK Neustadt a.d.Waldnaab";5254;3;188;0;94450;5562,73;6;6,35
"LK Nürnberger Land";7434;0;182;0;170792;4352,66;10;5,86
"LK Oberallgäu";5983;0;89;0;156008;3835,06;4;2,56
"LK Ostallgäu";7156;0;134;0;141182;5068,63;10;7,08
"LK Passau";12960;0;369;0;192656;6727,02;3;1,56
"LK Pfaffenhofen a.d.Ilm";5642;0;159;0;128227;4400,01;2;1,56
"LK Regen";5529;0;163;0;77410;7142,49;0;0
"LK Regensburg";8287;1;206;0;194070;4270,11;13;6,7
"LK Rhön-Grabfeld";3545;0;89;0;79635;4451,56;4;5,02
"LK Rosenheim";13915;3;461;0;261330;5324,69;15;5,74
"LK Roth";5682;1;174;0;126749;4482,88;2;1,58
"LK Rottal-Inn";7548;0;182;0;121502;6212,24;5;4,12
"LK Schwandorf";8374;-1;157;0;147872;5663,01;4;2,71
"LK Schweinfurt";5133;0;137;0;115445;4446,27;9;7,8
"LK Starnberg";5096;0;113;0;136667;3728,77;8;5,85
"LK Straubing-Bogen";5367;1;141;0;101120;5307,56;0;0
"LK Tirschenreuth";5314;0;265;0;72046;7375,84;1;1,39
"LK Traunstein";11062;1;216;0;177319;6238,47;23;12,97
"LK Unterallgäu";7276;-50;164;1;145341;5006,16;7;4,82
"LK Weilheim-Schongau";5155;-2;84;0;135478;3805,05;13;9,6
"LK Weißenburg-Gunzenhausen";3921;1;116;0;94734;4138,96;5;5,28
"LK Wunsiedel i.Fichtelgebirge";5024;0;197;0;72655;6914,87;2;2,75
"LK Würzburg";4439;3;73;0;162302;2735,02;22;13,55
"SK Amberg";1747;0;24;0;42207;4139,12;1;2,37
"SK Ansbach";1866;-2;45;0;41798;4464,33;6;14,35
"SK Aschaffenburg";3483;2;115;0;71002;4905,5;12;16,9
"SK Augsburg";17940;4;404;0;296582;6048,92;32;10,79
"SK Bamberg";3099;2;106;0;77373;4005,27;11;14,22
"SK Bayreuth";3468;0;109;0;74783;4637,42;1;1,34
"SK Coburg";2400;0;92;0;41072;5843,4;1;2,43
"SK Erlangen";3994;3;95;0;112528;3549,34;6;5,33
"SK Fürth";7719;1;224;0;128497;6007,14;19;14,79
"SK Hof";3961;0;116;0;45825;8643,75;3;6,55
"SK Ingolstadt";6181;3;113;0;137392;4498,81;16;11,65
"SK Kaufbeuren";2386;0;56;0;44398;5374,12;1;2,25
"SK Kempten";3290;0;48;0;69151;4757,7;1;1,45
"SK Landshut";4082;-13;110;0;73411;5560,47;14;19,07
"SK Memmingen";2251;0;25;0;44100;5104,31;0;0
"SK München";73451;30;1259;1;1484226;4948,77;134;9,03
"SK Nürnberg";34614;8;958;5;518370;6677,47;68;13,12
"SK Passau";3399;0;113;0;52803;6437,13;3;5,68
"SK Regensburg";6983;2;88;0;153094;4561,25;9;5,88
"SK Rosenheim";3935;1;67;0;63551;6191,88;3;4,72
"SK Schwabach";2147;0;105;0;40981;5239,01;1;2,44
"SK Schweinfurt";3157;1;90;0;53426;5909,11;11;20,59
"SK Straubing";2379;0;87;0;47791;4977,92;0;0
