"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";12306;11379;1;538;24224
"'10-19";22074;21717;4;675;44470
"20-29";37985;35385;4;1273;74647
"30-39";32144;30389;8;1169;63710
"40-49";29961;32780;4;1084;63829
"50-59";36094;36950;6;850;73900
"60-69";19008;17703;3;392;37106
"70-79";12809;13805;6;260;26880
"80-89";10075;18214;18;309;28616
"90-99";1937;6704;5;101;8747
"100+";31;137;0;4;172
"Unbekannt";28;27;0;24;79
"Gesamt";214452;225190;59;6679;446380
