"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";1406;35;22;0;134655;1044,15;215;159,67
"LK Altötting";1453;40;57;0;111516;1302,95;250;224,18
"LK Amberg-Sulzbach";1040;32;55;0;103049;1009,23;248;240,66
"LK Ansbach";1715;58;32;0;184591;929,08;331;179,32
"LK Aschaffenburg";1781;31;44;0;174200;1022,39;293;168,2
"LK Augsburg";2831;0;20;0;253468;1116,91;612;241,45
"LK Bad Kissingen";556;0;18;0;103235;538,58;80;77,49
"LK Bad Tölz-Wolfratshausen";1326;15;13;0;127917;1036,61;226;176,68
"LK Bamberg";1268;49;41;0;147163;861,63;202;137,26
"LK Bayreuth";823;13;29;0;103664;793,91;93;89,71
"LK Berchtesgadener Land";1601;18;28;-1;105929;1511,39;135;127,44
"LK Cham";1345;27;23;0;127998;1050,8;220;171,88
"LK Coburg";816;13;31;0;86747;940,67;105;121,04
"LK Dachau";2475;29;47;0;154899;1597,82;310;200,13
"LK Deggendorf";1129;28;22;0;119478;944,94;154;128,89
"LK Dillingen a.d.Donau";963;14;36;0;96562;997,29;184;190,55
"LK Dingolfing-Landau";1494;30;12;0;96683;1545,26;173;178,94
"LK Donau-Ries";1468;44;32;2;133783;1097,3;283;211,54
"LK Ebersberg";1743;22;13;0;143649;1213,37;235;163,59
"LK Eichstätt";1063;30;23;0;132881;799,96;198;149,01
"LK Erding";1755;0;13;0;138182;1270,06;263;190,33
"LK Erlangen-Höchstadt";1045;16;11;0;137262;761,32;241;175,58
"LK Forchheim";816;0;4;0;116203;702,22;145;124,78
"LK Freising";2431;0;49;0;180007;1350,5;350;194,44
"LK Freyung-Grafenau";897;39;18;0;78362;1144,69;318;405,81
"LK Fürstenfeldbruck";3173;74;46;0;219311;1446,8;413;188,32
"LK Fürth";1378;32;71;0;117853;1169,25;220;186,67
"LK Garmisch-Partenkirchen";879;13;21;0;88424;994,07;124;140,23
"LK Günzburg";1471;13;13;0;127027;1158,02;225;177,13
"LK Haßberge";650;25;7;0;84384;770,29;157;186,05
"LK Hof";955;16;35;0;94801;1007,37;152;160,34
"LK Kelheim";1237;29;36;0;123058;1005,22;220;178,78
"LK Kitzingen";736;15;6;0;91155;807,42;83;91,05
"LK Kronach";542;26;5;0;66743;812,07;114;170,8
"LK Kulmbach";642;5;12;1;71566;897,07;36;50,3
"LK Landsberg a.Lech";1199;28;13;0;120302;996,66;177;147,13
"LK Landshut";1773;48;39;1;159895;1108,85;234;146,35
"LK Lichtenfels";875;14;24;0;66776;1310,35;128;191,69
"LK Lindau";906;27;10;0;81981;1105,13;164;200,05
"LK Main-Spessart";654;19;8;0;126158;518,4;123;97,5
"LK Miesbach";1377;8;11;0;100010;1376,86;132;131,99
"LK Miltenberg";1320;20;22;0;128743;1025,3;238;184,86
"LK Mühldorf a.Inn";1700;33;29;0;115872;1467,14;284;245,1
"LK München";4594;122;99;0;350473;1310,8;645;184,04
"LK Neu-Ulm";1812;25;29;0;175204;1034,22;282;160,96
"LK Neuburg-Schrobenhausen";1059;0;28;0;97303;1088,35;111;114,08
"LK Neumarkt i.d.OPf.";1258;37;36;2;134573;934,81;199;147,88
"LK Neustadt a.d.Aisch-Bad Windsheim";730;24;7;0;101014;722,67;203;200,96
"LK Neustadt a.d.Waldnaab";1530;20;75;0;94450;1619,9;123;130,23
"LK Nürnberger Land";1554;53;47;0;170792;909,88;236;138,18
"LK Oberallgäu";1251;48;12;1;156008;801,88;274;175,63
"LK Ostallgäu";1673;36;42;0;141182;1185;224;158,66
"LK Passau";2537;101;39;0;192656;1316,85;528;274,06
"LK Pfaffenhofen a.d.Ilm";1368;23;27;0;128227;1066,86;289;225,38
"LK Regen";741;17;13;0;77410;957,24;136;175,69
"LK Regensburg";1863;145;21;3;194070;959,96;384;197,87
"LK Rhön-Grabfeld";617;0;11;0;79635;774,78;97;121,81
"LK Rosenheim";5165;72;212;1;261330;1976,43;641;245,28
"LK Roth";993;25;10;0;126749;783,44;213;168,05
"LK Rottal-Inn";2175;31;60;0;121502;1790,09;179;147,32
"LK Schwandorf";1507;79;24;0;147872;1019,12;362;244,81
"LK Schweinfurt";1627;24;34;0;115445;1409,33;143;123,87
"LK Starnberg";1542;27;15;0;136667;1128,29;185;135,37
"LK Straubing-Bogen";1157;26;31;0;101120;1144,19;202;199,76
"LK Tirschenreuth";1612;0;142;0;72046;2237,46;96;133,25
"LK Traunstein";3242;70;97;-1;177319;1828,34;604;340,63
"LK Unterallgäu";1438;27;33;0;145341;989,4;259;178,2
"LK Weilheim-Schongau";1372;17;13;1;135478;1012,71;179;132,12
"LK Weißenburg-Gunzenhausen";883;17;28;0;94734;932,08;125;131,95
"LK Wunsiedel i.Fichtelgebirge";1076;14;47;0;72655;1480,97;80;110,11
"LK Würzburg";1443;1;19;2;162302;889,08;179;110,29
"SK Amberg";326;10;4;0;42207;772,38;76;180,06
"SK Ansbach";421;15;9;0;41798;1007,23;46;110,05
"SK Aschaffenburg";559;9;4;0;71002;787,3;74;104,22
"SK Augsburg";4849;162;39;0;296582;1634,96;860;289,97
"SK Bamberg";646;28;25;1;77373;834,92;88;113,73
"SK Bayreuth";616;5;14;0;74783;823,72;58;77,56
"SK Coburg";291;7;4;0;41072;708,51;33;80,35
"SK Erlangen";948;13;12;0;112528;842,46;152;135,08
"SK Fürth";1562;45;40;0;128497;1215,59;322;250,59
"SK Hof";395;10;5;0;45825;861,97;83;181,12
"SK Ingolstadt";1807;61;43;0;137392;1315,21;335;243,83
"SK Kaufbeuren";553;20;12;0;44398;1245,55;98;220,73
"SK Kempten";611;25;11;0;69151;883,57;135;195,22
"SK Landshut";828;9;10;0;73411;1127,9;105;143,03
"SK Memmingen";462;13;3;0;44100;1047,62;64;145,12
"SK München";23481;612;278;2;1484226;1582,04;3137;211,36
"SK Nürnberg";6031;94;64;0;518370;1163,45;1384;266,99
"SK Passau";668;22;21;0;52803;1265,08;136;257,56
"SK Regensburg";1959;98;10;0;153094;1279,61;286;186,81
"SK Rosenheim";1414;17;23;0;63551;2224,98;131;206,13
"SK Schwabach";372;9;2;0;40981;907,74;81;197,65
"SK Schweinfurt";727;14;22;0;53426;1360,76;71;132,89
"SK Straubing";747;4;49;0;47791;1563,06;55;115,08
"SK Weiden i.d.OPf.";795;12;20;0;42743;1859,95;113;264,37
"SK Würzburg";1495;1;54;0;127934;1168,57;127;99,27
