"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";16667;15477;1;671;32816
"'10-19";28000;27305;5;814;56124
"20-29";46498;42989;5;1425;90917
"30-39";40044;37545;8;1299;78896
"40-49";37349;39892;5;1214;78460
"50-59";44209;44215;7;977;89408
"60-69";22961;21388;3;429;44781
"70-79";14749;15747;6;280;30782
"80-89";10934;19544;18;316;30812
"90-99";2038;6981;5;108;9132
"100+";35;153;0;11;199
"Unbekannt";46;36;0;30;112
"Gesamt";263530;271272;63;7574;542439
