"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";489;0;20;0;133596;366,03;15;11,23
"LK Altötting";753;0;55;0;111210;677,1;11;9,89
"LK Amberg-Sulzbach";541;3;54;0;103109;524,69;13;12,61
"LK Ansbach";690;3;28;0;183949;375,1;16;8,7
"LK Aschaffenburg";686;4;42;0;174208;393,78;18;10,33
"LK Augsburg";730;31;11;0;251534;290,22;50;19,88
"LK Bad Kissingen";288;0;18;0;103218;279,02;4;3,88
"LK Bad Tölz-Wolfratshausen";635;-1;10;0;127227;499,11;11;8,65
"LK Bamberg";494;0;37;0;147086;335,86;16;10,88
"LK Bayreuth";451;1;28;0;103656;435,09;3;2,89
"LK Berchtesgadener Land";439;3;25;0;105722;415,24;13;12,3
"LK Cham";508;1;21;0;127882;397,24;11;8,6
"LK Coburg";442;2;30;0;86906;508,6;6;6,9
"LK Dachau";1235;13;34;0;153884;802,55;31;20,15
"LK Deggendorf";456;0;16;0;119326;382,15;11;9,22
"LK Dillingen a.d.Donau";374;0;29;0;96021;389,5;6;6,25
"LK Dingolfing-Landau";957;9;10;0;96217;994,63;64;66,52
"LK Donau-Ries";477;5;23;0;133496;357,31;23;17,23
"LK Ebersberg";738;1;5;0;142142;519,2;21;14,77
"LK Eichstätt";417;1;20;0;132341;315,1;4;3,02
"LK Erding";856;3;11;0;137660;621,82;19;13,8
"LK Erlangen-Höchstadt";370;0;11;0;136271;271,52;5;3,67
"LK Forchheim";291;1;4;0;116099;250,65;4;3,45
"LK Freising";1301;11;46;0;179116;726,34;39;21,77
"LK Freyung-Grafenau";239;0;12;0;78355;305,02;14;17,87
"LK Fürstenfeldbruck";1267;14;36;0;219320;577,69;64;29,18
"LK Fürth";585;3;58;0;117387;498,35;13;11,07
"LK Garmisch-Partenkirchen";392;-22;20;0;88467;443,1;11;12,43
"LK Günzburg";397;5;4;0;125747;315,71;26;20,68
"LK Haßberge";217;4;6;0;84599;256,5;19;22,46
