"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5227;4;101;0;134655;3881,77;39;28,96
"LK Altötting";6077;3;210;0;111516;5449,44;16;14,35
"LK Amberg-Sulzbach";4855;1;160;0;103049;4711,35;12;11,64
"LK Ansbach";8429;1;197;0;184591;4566,31;11;5,96
"LK Aschaffenburg";8041;3;213;0;174200;4615,96;9;5,17
"LK Augsburg";11512;6;232;0;253468;4541,8;19;7,5
"LK Bad Kissingen";3647;0;104;0;103235;3532,72;3;2,91
"LK Bad Tölz-Wolfratshausen";5132;0;79;0;127917;4011,98;16;12,51
"LK Bamberg";5677;4;145;0;147163;3857,63;24;16,31
"LK Bayreuth";4936;0;163;0;103664;4761,54;0;0
"LK Berchtesgadener Land";6069;11;102;0;105929;5729,31;30;28,32
"LK Cham";7141;3;182;0;127998;5578,99;5;3,91
"LK Coburg";4891;1;161;0;86747;5638,24;2;2,31
"LK Dachau";8271;4;143;0;154899;5339,61;23;14,85
"LK Deggendorf";7030;3;160;0;119478;5883,93;24;20,09
"LK Dillingen a.d.Donau";3819;2;115;0;96562;3954,97;21;21,75
"LK Dingolfing-Landau";5845;3;99;0;96683;6045,53;12;12,41
"LK Donau-Ries";6027;9;165;0;133783;4505,06;18;13,45
"LK Ebersberg";6404;1;181;0;143649;4458,09;16;11,14
"LK Eichstätt";5094;0;86;0;132881;3833,51;10;7,53
"LK Erding";7002;4;118;0;138182;5067,23;18;13,03
"LK Erlangen-Höchstadt";5438;1;130;0;137262;3961,77;7;5,1
"LK Forchheim";4812;1;113;0;116203;4141,03;14;12,05
"LK Freising";8273;6;130;0;180007;4595,93;50;27,78
"LK Freyung-Grafenau";4922;2;128;0;78362;6281,11;7;8,93
"LK Fürstenfeldbruck";9786;4;140;0;219311;4462,16;30;13,68
"LK Fürth";5392;2;209;0;117853;4575,19;11;9,33
"LK Garmisch-Partenkirchen";3661;1;87;0;88424;4140,28;9;10,18
"LK Günzburg";7019;0;110;0;127027;5525,6;14;11,02
"LK Haßberge";4086;0;87;0;84384;4842,15;4;4,74
"LK Hof";6409;0;157;0;94801;6760,48;2;2,11
"LK Kelheim";5943;0;110;0;123058;4829,43;1;0,81
"LK Kitzingen";3305;0;87;0;91155;3625,69;5;5,49
"LK Kronach";4235;1;96;0;66743;6345,23;6;8,99
"LK Kulmbach";4087;0;117;0;71566;5710,81;1;1,4
"LK Landsberg a.Lech";4125;4;71;0;120302;3428,87;17;14,13
"LK Landshut";8055;2;175;0;159895;5037,68;20;12,51
"LK Lichtenfels";3591;0;85;0;66776;5377,68;1;1,5
"LK Lindau";3458;2;63;0;81981;4218,05;6;7,32
"LK Main-Spessart";4778;3;215;0;126158;3787,31;10;7,93
"LK Miesbach";4612;5;82;0;100010;4611,54;11;11
"LK Miltenberg";6013;1;129;0;128743;4670,55;5;3,88
"LK Mühldorf a.Inn";6990;0;155;0;115872;6032,52;11;9,49
"LK München";15488;11;294;0;350473;4419,17;63;17,98
"LK Neu-Ulm";7785;0;121;0;175204;4443,39;9;5,14
"LK Neuburg-Schrobenhausen";4208;2;80;0;97303;4324,64;23;23,64
"LK Neumarkt i.d.OPf.";6575;0;142;0;134573;4885,82;1;0,74
"LK Neustadt a.d.Aisch-Bad Windsheim";4393;1;107;0;101014;4348,9;3;2,97
"LK Neustadt a.d.Waldnaab";5261;1;188;0;94450;5570,14;3;3,18
"LK Nürnberger Land";7468;0;186;0;170792;4372,57;6;3,51
"LK Oberallgäu";5980;4;90;0;156008;3833,14;13;8,33
"LK Ostallgäu";7172;1;134;0;141182;5079,97;6;4,25
"LK Passau";12973;2;371;0;192656;6733,76;10;5,19
"LK Pfaffenhofen a.d.Ilm";5676;10;159;0;128227;4426,52;11;8,58
"LK Regen";5538;2;163;0;77410;7154,11;7;9,04
"LK Regensburg";8357;4;208;3;194070;4306,18;28;14,43
