"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";219;2;8;0;133596;163,93;63;47,16
"LK Altötting";387;15;15;2;111210;347,99;174;156,46
"LK Amberg-Sulzbach";268;42;3;0;103109;259,92;147;142,57
"LK Ansbach";331;11;4;0;183949;179,94;113;61,43
"LK Aschaffenburg";308;12;15;0;174208;176,8;107;61,42
"LK Augsburg";301;7;1;0;251534;119,67;76;30,21
"LK Bad Kissingen";154;3;5;2;103218;149,2;40;38,75
"LK Bad Tölz-Wolfratshausen";332;15;5;1;127227;260,95;100;78,6
"LK Bamberg";331;8;18;5;147086;225,04;94;63,91
"LK Bayreuth";257;9;4;0;103656;247,94;106;102,26
"LK Berchtesgadener Land";191;3;3;0;105722;180,66;61;57,7
"LK Cham";340;17;9;2;127882;265,87;56;43,79
"LK Coburg";95;0;1;0;86906;109,31;28;32,22
"LK Dachau";555;21;5;0;153884;360,66;150;97,48
"LK Deggendorf";181;8;4;0;119326;151,69;39;32,68
"LK Dillingen a.d.Donau";109;10;1;0;96021;113,52;35;36,45
"LK Dingolfing-Landau";146;2;1;0;96217;151,74;36;37,42
"LK Donau-Ries";252;1;12;2;133496;188,77;120;89,89
"LK Ebersberg";341;31;1;0;142142;239,9;95;66,83
"LK Eichstätt";169;9;4;1;132341;127,7;59;44,58
"LK Erding";472;8;5;0;137660;342,87;94;68,28
"LK Erlangen-Höchstadt";178;20;3;1;136271;130,62;66;48,43
"LK Forchheim";162;8;2;0;116099;139,54;40;34,45
"LK Freising";801;45;21;1;179116;447,2;190;106,08
"LK Freyung-Grafenau";124;7;6;1;78355;158,25;28;35,73
"LK Fürstenfeldbruck";614;20;15;0;219320;279,96;141;64,29
"LK Fürth";337;21;25;3;117387;287,08;73;62,19
"LK Garmisch-Partenkirchen";203;3;5;0;88467;229,46;64;72,34
"LK Günzburg";165;4;1;0;125747;131,22;43;34,2
"LK Haßberge";100;6;0;0;84599;118,2;23;27,19
"LK Hof";253;5;6;0;95311;265,45;87;91,28
"LK Kelheim";328;14;17;1;122258;268,29;112;91,61
"LK Kitzingen";78;1;0;0;90909;85,8;32;35,2
"LK Kronach";84;7;0;0;67135;125,12;26;38,73
"LK Kulmbach";136;11;4;0;71845;189,3;42;58,46
"LK Landsberg a.Lech";277;6;6;0;120071;230,7;98;81,62
"LK Landshut";508;27;18;0;158698;320,1;157;98,93
"LK Lichtenfels";143;2;1;0;66838;213,95;32;47,88
"LK Lindau";218;11;4;0;81669;266,93;52;63,67
"LK Main-Spessart";125;7;2;0;126365;98,92;39;30,86
"LK Miesbach";456;17;5;1;99726;457,25;97;97,27
"LK Miltenberg";203;21;1;1;128756;157,66;55;42,72
"LK Mühldorf a.Inn";347;16;9;0;115250;301,08;126;109,33
"LK München";988;0;9;0;348871;283,2;215;61,63
"LK Neu-Ulm";305;7;5;1;174200;175,09;94;53,96
"LK Neuburg-Schrobenhausen";165;5;3;0;96680;170,67;55;56,89
"LK Neumarkt i.d.OPf.";178;0;3;0;133561;133,27;47;35,19
"LK Neustadt a.d.Aisch-Bad Windsheim";117;5;3;0;100364;116,58;43;42,84
"LK Neustadt a.d.Waldnaab";544;38;19;0;94352;576,56;202;214,09
"LK Nürnberger Land";431;31;12;0;170365;252,99;153;89,81
"LK Oberallgäu";149;2;3;0;155362;95,91;40;25,75
"LK Ostallgäu";386;18;13;0;140316;275,09;129;91,94
"LK Passau";321;10;9;0;192043;167,15;96;49,99
"LK Pfaffenhofen a.d.Ilm";255;8;7;1;127151;200,55;79;62,13
"LK Regen";119;12;1;0;77656;153,24;49;63,1
"LK Regensburg";333;5;3;0;193572;172,03;112;57,86
