"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";463;432;6;901
"'10-19";1035;1228;6;2269
"20-29";2586;2895;42;5523
"30-39";2487;2612;35;5134
"40-49";2651;3203;29;5883
"50-59";3658;4037;29;7724
"60-69";2148;1847;14;4009
"70-79";1713;1599;15;3327
"80-89";1204;1831;3;3038
"90-99";188;590;4;782
"100+";0;9;0;9
"Unbekannt";8;11;0;19
"Gesamt";18141;20294;183;38618
