"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";823;763;8;1594
"'10-19";1502;1649;3;3154
"20-29";4067;3920;14;8001
"30-39";3541;3419;15;6975
"40-49";3417;4076;8;7501
"50-59";4495;5012;9;9516
"60-69";2628;2266;1;4895
"70-79";2110;2024;1;4135
"80-89";1547;2492;1;4040
"90-99";251;820;0;1071
"100+";0;12;0;12
"Unbekannt";2;5;18;25
"Gesamt";24383;26458;78;50919
