"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";727;683;4;1414
"'10-19";1388;1555;2;2945
"20-29";3834;3721;3;7558
"30-39";3339;3267;6;6612
"40-49";3250;3929;1;7180
"50-59";4357;4918;1;9276
"60-69";2569;2219;1;4789
"70-79";2086;1998;1;4085
"80-89";1527;2471;0;3998
"90-99";248;814;1;1063
"100+";0;12;0;12
"Unbekannt";4;2;0;6
"Gesamt";23329;25589;20;48938
