"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";2549;37;49;1;134655;1892,99;212;157,44
"LK Altötting";2710;17;87;0;111516;2430,14;189;169,48
"LK Amberg-Sulzbach";2105;25;82;0;103049;2042,72;234;227,08
"LK Ansbach";3079;32;70;1;184591;1668,01;271;146,81
"LK Aschaffenburg";3384;53;72;5;174200;1942,59;316;181,4
"LK Augsburg";5492;0;63;0;253468;2166,74;566;223,3
"LK Bad Kissingen";1279;31;22;0;103235;1238,92;159;154,02
"LK Bad Tölz-Wolfratshausen";2348;19;19;0;127917;1835,57;168;131,34
"LK Bamberg";2167;43;59;0;147163;1472,52;262;178,03
"LK Bayreuth";1503;19;34;0;103664;1449,88;260;250,81
"LK Berchtesgadener Land";2467;24;56;0;105929;2328,92;159;150,1
"LK Cham";2229;31;44;0;127998;1741,43;172;134,38
"LK Coburg";1963;30;68;0;86747;2262,9;281;323,93
"LK Dachau";4178;-1;77;0;154899;2697,24;237;153
"LK Deggendorf";2344;91;39;0;119478;1961,87;392;328,09
"LK Dillingen a.d.Donau";1755;15;69;-2;96562;1817,49;154;159,48
"LK Dingolfing-Landau";2286;32;44;0;96683;2364,43;182;188,24
"LK Donau-Ries";2371;27;51;1;133783;1772,27;224;167,44
"LK Ebersberg";3194;1;56;0;143649;2223,48;324;225,55
"LK Eichstätt";2197;20;41;0;132881;1653,36;216;162,55
"LK Erding";3692;0;29;0;138182;2671,84;386;279,34
"LK Erlangen-Höchstadt";2279;29;54;0;137262;1660,33;240;174,85
"LK Forchheim";1907;34;28;1;116203;1641,09;261;224,61
"LK Freising";3903;47;55;0;180007;2168,25;363;201,66
"LK Freyung-Grafenau";2222;28;52;2;78362;2835,56;274;349,66
"LK Fürstenfeldbruck";5139;36;81;1;219311;2343,25;365;166,43
"LK Fürth";2543;33;109;0;117853;2157,77;253;214,67
"LK Garmisch-Partenkirchen";1580;23;39;1;88424;1786,85;183;206,96
"LK Günzburg";3280;42;54;0;127027;2582,13;296;233,02
"LK Haßberge";1498;9;35;4;84384;1775,22;123;145,76
"LK Hof";2052;36;57;0;94801;2164,53;303;319,62
"LK Kelheim";2072;0;41;0;123058;1683,76;181;147,09
"LK Kitzingen";1279;31;14;0;91155;1403,1;158;173,33
"LK Kronach";1302;15;23;0;66743;1950,77;145;217,25
"LK Kulmbach";1050;24;15;0;71566;1467,18;116;162,09
"LK Landsberg a.Lech";2164;0;26;0;120302;1798,81;172;142,97
"LK Landshut";3379;41;91;1;159895;2113,26;257;160,73
"LK Lichtenfels";1342;15;35;1;66776;2009,7;108;161,73
"LK Lindau";1604;25;29;-1;81981;1956,55;168;204,93
"LK Main-Spessart";2172;19;108;9;126158;1721,65;291;230,66
"LK Miesbach";2142;23;16;0;100010;2141,79;137;136,99
"LK Miltenberg";2369;34;38;0;128743;1840,1;214;166,22
"LK Mühldorf a.Inn";3042;62;62;1;115872;2625,31;312;269,26
"LK München";7619;144;133;0;350473;2173,92;647;184,61
"LK Neu-Ulm";3532;58;51;0;175204;2015,94;387;220,89
"LK Neuburg-Schrobenhausen";1910;23;45;0;97303;1962,94;177;181,91
"LK Neumarkt i.d.OPf.";2648;82;67;1;134573;1967,71;383;284,6
"LK Neustadt a.d.Aisch-Bad Windsheim";1625;22;28;0;101014;1608,69;136;134,63
"LK Neustadt a.d.Waldnaab";2498;56;87;0;94450;2644,79;275;291,16
"LK Nürnberger Land";3275;49;76;0;170792;1917,54;458;268,16
"LK Oberallgäu";2491;117;26;2;156008;1596,71;334;214,09
"LK Ostallgäu";2843;0;55;0;141182;2013,71;257;182,03
"LK Passau";5823;90;78;0;192656;3022,49;686;356,08
"LK Pfaffenhofen a.d.Ilm";2628;29;66;2;128227;2049,49;318;248
"LK Regen";2545;71;54;0;77410;3287,69;429;554,19
"LK Regensburg";3388;58;40;0;194070;1745,76;284;146,34
"LK Rhön-Grabfeld";1218;14;17;0;79635;1529,48;104;130,6
"LK Rosenheim";7872;48;285;3;261330;3012,28;534;204,34
"LK Roth";2291;0;26;0;126749;1807,51;272;214,6
"LK Rottal-Inn";3296;40;79;0;121502;2712,71;306;251,85
"LK Schwandorf";3084;126;47;4;147872;2085,59;208;140,66
"LK Schweinfurt";2457;19;65;0;115445;2128,29;138;119,54
"LK Starnberg";2472;23;18;0;136667;1808,78;229;167,56
"LK Straubing-Bogen";2228;29;68;0;101120;2203,32;228;225,47
"LK Tirschenreuth";2216;10;166;0;72046;3075,81;146;202,65
"LK Traunstein";5213;21;141;2;177319;2939,9;253;142,68
"LK Unterallgäu";2428;75;49;1;145341;1670,55;315;216,73
"LK Weilheim-Schongau";2231;9;25;1;135478;1646,76;187;138,03
"LK Weißenburg-Gunzenhausen";1642;26;39;0;94734;1733,27;156;164,67
"LK Wunsiedel i.Fichtelgebirge";1706;8;61;0;72655;2348,08;100;137,64
"LK Würzburg";2062;12;34;2;162302;1270,47;99;61
"SK Amberg";610;5;7;0;42207;1445,26;49;116,09
"SK Ansbach";663;5;13;0;41798;1586,2;49;117,23
"SK Aschaffenburg";1240;41;20;0;71002;1746,43;197;277,46
"SK Augsburg";8713;87;172;0;296582;2937,8;754;254,23
"SK Bamberg";1274;24;41;0;77373;1646,57;165;213,25
"SK Bayreuth";1057;15;23;0;74783;1413,42;147;196,57
"SK Coburg";753;32;11;1;41072;1833,37;152;370,08
"SK Erlangen";1940;22;32;0;112528;1724,02;194;172,4
"SK Fürth";3233;44;64;0;128497;2516,01;346;269,27
"SK Hof";1180;50;25;1;45825;2575,01;198;432,08
"SK Ingolstadt";2919;44;52;0;137392;2124,58;330;240,19
"SK Kaufbeuren";1071;0;35;0;44398;2412,27;56;126,13
"SK Kempten";1160;48;17;0;69151;1677,49;171;247,28
"SK Landshut";1613;18;28;0;73411;2197,22;126;171,64
"SK Memmingen";745;0;11;0;44100;1689,34;56;126,98
"SK München";40197;686;483;11;1484226;2708,28;4464;300,76
"SK Nürnberg";14502;259;208;24;518370;2797,62;2020;389,68
"SK Passau";1644;29;33;0;52803;3113,46;147;278,39
"SK Regensburg";3350;28;26;1;153094;2188,2;194;126,72
"SK Rosenheim";2121;8;30;0;63551;3337,48;111;174,66
"SK Schwabach";968;0;31;0;40981;2362,07;150;366,02
"SK Schweinfurt";1144;2;35;1;53426;2141,28;57;106,69
"SK Straubing";1149;13;54;0;47791;2404,22;92;192,5
"SK Weiden i.d.OPf.";1257;19;28;0;42743;2940,83;144;336,9
"SK Würzburg";2100;32;57;0;127934;1641,47;155;121,16
