"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";2955;2749;0;89;5793
"'10-19";6453;6126;0;145;12724
"20-29";12292;11075;0;255;23622
"30-39";9515;8493;1;199;18208
"40-49";8649;9331;1;171;18152
"50-59";10320;10117;1;138;20576
"60-69";5211;4626;2;58;9897
"70-79";3642;3558;0;37;7237
"80-89";2327;3693;0;20;6040
"90-99";372;1175;0;4;1551
"100+";7;29;0;0;36
"Unbekannt";63;61;0;44;168
"Gesamt";61806;61033;5;1160;124004
