"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";10619;9862;1;490;20972
"'10-19";19798;19493;3;597;39891
"20-29";34068;31809;6;1183;67066
"30-39";28543;27272;9;1098;56922
"40-49";26624;29399;4;1012;57039
"50-59";32038;33207;6;766;66017
"60-69";16932;15791;4;360;33087
"70-79";11634;12509;7;245;24395
"80-89";9250;16941;18;268;26477
"90-99";1803;6292;5;100;8200
"100+";44;151;0;7;202
"Unbekannt";119;126;0;48;293
"Gesamt";191472;202852;63;6174;400561
