"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";227;1;10;1;133596;169,92;52;38,92
"LK Altötting";424;8;15;0;111210;381,26;165;148,37
"LK Amberg-Sulzbach";308;0;4;0;103109;298,71;166;160,99
"LK Ansbach";353;22;4;0;183949;191,9;94;51,1
"LK Aschaffenburg";350;20;16;0;174208;200,91;94;53,96
"LK Augsburg";318;17;3;2;251534;126,42;64;25,44
"LK Bad Kissingen";166;12;5;0;103218;160,82;40;38,75
"LK Bad Tölz-Wolfratshausen";347;6;5;0;127227;272,74;82;64,45
"LK Bamberg";335;3;20;1;147086;227,76;62;42,15
"LK Bayreuth";272;5;5;1;103656;262,41;90;86,83
"LK Berchtesgadener Land";204;6;3;0;105722;192,96;52;49,19
"LK Cham";343;0;9;0;127882;268,22;41;32,06
"LK Coburg";95;0;1;0;86906;109,31;17;19,56
"LK Dachau";606;0;5;0;153884;393,8;144;93,58
"LK Deggendorf";190;0;4;0;119326;159,23;39;32,68
"LK Dillingen a.d.Donau";137;28;1;0;96021;142,68;48;49,99
"LK Dingolfing-Landau";153;5;1;0;96217;159,02;24;24,94
"LK Donau-Ries";258;0;13;1;133496;193,26;75;56,18
"LK Ebersberg";350;2;1;0;142142;246,23;68;47,84
"LK Eichstätt";188;4;6;1;132341;142,06;60;45,34
"LK Erding";491;0;5;0;137660;356,68;81;58,84
"LK Erlangen-Höchstadt";188;3;3;0;136271;137,96;49;35,96
"LK Forchheim";170;4;2;0;116099;146,43;27;23,26
"LK Freising";837;15;24;3;179116;467,29;158;88,21
"LK Freyung-Grafenau";126;2;6;0;78355;160,81;21;26,8
"LK Fürstenfeldbruck";637;11;15;0;219320;290,44;87;39,67
"LK Fürth";337;0;25;0;117387;287,08;40;34,08
"LK Garmisch-Partenkirchen";209;1;5;0;88467;236,25;26;29,39
"LK Günzburg";172;2;2;1;125747;136,78;37;29,42
"LK Haßberge";104;3;0;0;84599;122,93;19;22,46
"LK Hof";262;6;10;2;95311;274,89;64;67,15
"LK Kelheim";349;11;19;1;122258;285,46;93;76,07
"LK Kitzingen";82;0;0;0;90909;90,2;20;22
"LK Kronach";92;3;1;0;67135;137,04;25;37,24
"LK Kulmbach";149;13;5;1;71845;207,39;37;51,5
"LK Landsberg a.Lech";286;9;6;0;120071;238,19;69;57,47
"LK Landshut";532;24;18;0;158698;335,23;148;93,26
"LK Lichtenfels";144;0;1;0;66838;215,45;16;23,94
"LK Lindau";223;3;4;0;81669;273,05;36;44,08
"LK Main-Spessart";134;4;3;1;126365;106,04;30;23,74
"LK Miesbach";458;0;6;1;99726;459,26;53;53,15
