"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";17642;16388;1;708;34739
"'10-19";29386;28538;5;853;58782
"20-29";48286;44502;5;1465;94258
"30-39";41690;39042;8;1340;82080
"40-49";38918;41393;6;1244;81561
"50-59";45880;45700;7;997;92584
"60-69";23723;22121;3;437;46284
"70-79";15098;16139;6;286;31529
"80-89";11093;19790;18;322;31223
"90-99";2061;7045;5;110;9221
"100+";34;157;0;11;202
"Unbekannt";40;31;0;29;100
"Gesamt";273851;280846;64;7802;562563
