"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";395;1;20;0;133596;295,67;4;2,99
"LK Altötting";607;0;53;0;111210;545,81;2;1,8
"LK Amberg-Sulzbach";496;0;54;0;103109;481,04;0;0
"LK Ansbach";605;0;28;0;183949;328,9;0;0
"LK Aschaffenburg";556;3;42;0;174208;319,16;6;3,44
"LK Augsburg";412;0;10;0;251534;163,79;10;3,98
"LK Bad Kissingen";257;0;18;0;103218;248,99;0;0
"LK Bad Tölz-Wolfratshausen";496;3;10;0;127227;389,85;33;25,94
"LK Bamberg";435;0;36;0;147086;295,75;4;2,72
"LK Bayreuth";429;0;28;0;103656;413,87;0;0
"LK Berchtesgadener Land";336;1;25;0;105722;317,81;12;11,35
"LK Cham";431;0;21;0;127882;337,03;0;0
"LK Coburg";393;1;30;0;86906;452,21;13;14,96
"LK Dachau";946;3;30;0;153884;614,75;10;6,5
"LK Deggendorf";333;0;15;0;119326;279,07;2;1,68
"LK Dillingen a.d.Donau";267;0;29;0;96021;278,06;1;1,04
"LK Dingolfing-Landau";272;3;10;0;96217;282,69;16;16,63
"LK Donau-Ries";364;3;23;0;133496;272,67;5;3,75
"LK Ebersberg";525;0;5;0;142142;369,35;4;2,81
"LK Eichstätt";305;0;19;0;132341;230,47;0;0
"LK Erding";683;4;11;0;137660;496,15;11;7,99
"LK Erlangen-Höchstadt";260;2;11;0;136271;190,8;6;4,4
"LK Forchheim";208;0;4;0;116099;179,16;0;0
"LK Freising";986;3;45;1;179116;550,48;8;4,47
"LK Freyung-Grafenau";196;0;12;0;78355;250,14;0;0
"LK Fürstenfeldbruck";951;6;36;0;219320;433,61;18;8,21
"LK Fürth";500;3;58;0;117387;425,94;5;4,26
"LK Garmisch-Partenkirchen";297;0;18;0;88467;335,72;3;3,39
"LK Günzburg";240;0;4;0;125747;190,86;2;1,59
"LK Haßberge";171;0;6;0;84599;202,13;1;1,18
"LK Hof";428;1;32;0;95311;449,06;2;2,1
